rosbagTimestamp,iTOW,version,numSvs,reserved0,sv,-,gnssId,svId,cno,elev,azim,prRes,flags,-,gnssId,svId,cno,elev,azim,prRes,flags,-,gnssId,svId,cno,elev,azim,prRes,flags,-,gnssId,svId,cno,elev,azim,prRes,flags,-,gnssId,svId,cno,elev,azim,prRes,flags,-,gnssId,svId,cno,elev,azim,prRes,flags,-,gnssId,svId,cno,elev,azim,prRes,flags,-,gnssId,svId,cno,elev,azim,prRes,flags
1605265998214720563,472416200,1,8,"[0, 0]",,0,2,27,-91,0,0,6,0,4,30,-91,0,0,6,0,6,33,-91,0,0,6,0,9,30,-91,0,0,6,6,5,35,-91,0,0,3,6,14,33,-91,0,0,3,6,15,32,-91,0,0,3,6,21,34,-91,0,0,3
1605266000215636725,472418200,1,8,"[0, 0]",,0,2,27,-91,0,0,6,0,4,30,-91,0,0,6,0,6,33,-91,0,0,6,0,9,31,-91,0,0,6,6,5,35,-91,0,0,3,6,14,33,-91,0,0,3,6,15,32,-91,0,0,3,6,21,34,-91,0,0,3
1605266002215561587,472420200,1,10,"[0, 0]",,0,2,27,-91,0,0,6,0,4,30,-91,0,0,6,0,6,33,-91,0,0,6,0,9,30,-91,0,0,6,6,5,35,-91,0,0,3,6,14,33,-91,0,0,3,6,15,32,-91,0,0,3,6,21,34,-91,0,0,3,6,255,31,-91,0,0,3,6,255,32,-91,0,0,3
1605266004216921928,472422200,1,10,"[0, 0]",,0,2,27,-91,0,0,7,0,4,30,-91,0,0,7,0,6,33,-91,0,0,7,0,9,30,-91,0,0,6,6,5,35,-91,0,0,3,6,14,33,-91,0,0,3,6,15,32,-91,0,0,3,6,21,34,-91,0,0,3,6,255,32,-91,0,0,3,6,255,33,-91,0,0,3
1605266006214428438,472424200,1,10,"[0, 0]",,0,2,26,-91,0,0,7,0,4,30,-91,0,0,7,0,6,32,-91,0,0,7,0,9,30,-91,0,0,6,6,5,35,-91,0,0,3,6,14,33,-91,0,0,3,6,15,32,-91,0,0,3,6,21,34,-91,0,0,3,6,255,31,-91,0,0,3,6,255,32,-91,0,0,3
1605266008215044206,472426200,1,10,"[0, 0]",,0,2,26,-91,0,0,7,0,4,30,-91,0,0,7,0,6,32,-91,0,0,7,0,9,30,-91,0,0,6,6,5,35,-91,0,0,3,6,14,33,-91,0,0,3,6,15,32,-91,0,0,3,6,21,34,-91,0,0,3,6,255,32,-91,0,0,3,6,255,32,-91,0,0,3
1605266010220895753,472428199,1,13,"[0, 0]",,0,2,27,37,301,-3,2335,0,4,30,54,74,0,2335,0,6,33,53,234,0,2335,0,9,30,81,203,2,2335,1,120,0,22,210,0,1793,1,123,0,23,155,0,1793,1,136,0,26,186,0,1793,6,5,35,-91,0,0,3,6,14,33,-91,0,0,3,6,15,32,-91,0,0,3,6,21,34,-91,0,0,3,6,255,32,-91,0,0,3,6,255,33,-91,0,0,3
1605266012221605455,472430200,1,13,"[0, 0]",,0,2,26,37,301,-15,2335,0,4,30,54,74,8,2335,0,6,32,53,234,-2,2335,0,9,30,81,203,-15,2335,1,120,0,22,210,0,1793,1,123,0,23,155,0,1793,1,136,0,26,186,0,1793,6,5,35,-91,0,0,7,6,14,33,-91,0,0,7,6,15,31,-91,0,0,7,6,21,34,-91,0,0,7,6,255,32,-91,0,0,3,6,255,33,-91,0,0,3
1605266014223244870,472432200,1,13,"[0, 0]",,0,2,27,37,301,9,2335,0,4,30,54,74,-9,2335,0,6,32,53,234,3,2335,0,9,30,81,202,1,2335,1,120,0,22,210,0,1793,1,123,0,23,155,0,1793,1,136,0,26,186,0,1793,6,5,35,-91,0,0,7,6,14,33,-91,0,0,7,6,15,31,-91,0,0,7,6,21,34,-91,0,0,7,6,255,32,-91,0,0,3,6,255,32,-91,0,0,3
1605266016229065939,472434200,1,13,"[0, 0]",,0,2,26,37,301,-8,2335,0,4,30,54,74,-19,2335,0,6,32,53,234,1,2335,0,9,30,81,202,20,2335,1,120,0,22,210,0,1793,1,123,0,23,155,0,1793,1,136,0,26,186,0,1793,6,5,35,71,53,19,2335,6,14,33,38,54,121,2335,6,15,31,32,120,35,2335,6,21,34,43,277,-6,2335,6,255,31,-91,0,0,3,6,255,33,-91,0,0,3
