rosbagTimestamp,data
1607615217613922439,2047
1607615217644212486,2047
1607615217675626710,2047
1607615217706960901,2047
1607615217736874367,2047
1607615217767950634,2047
1607615217798130760,2047
1607615217828826861,2047
1607615217860005881,2047
1607615217890538972,2047
1607615217920205586,2047
1607615217951445792,2047
1607615217982075076,2047
1607615218012113792,2047
1607615218043177803,2047
1607615218074163284,2047
1607615218104055598,2047
1607615218136085159,2047
1607615218166795565,2047
1607615218196934506,2047
1607615218227571311,2047
1607615218257611690,2047
1607615218289040187,2047
1607615218319398363,2047
1607615218350510055,2047
1607615218380361440,2047
1607615218412382297,2047
1607615218442503158,2047
1607615218472531633,2047
1607615218503639869,2047
1607615218535854040,2047
1607615218565097416,2047
1607615218595407496,2047
1607615218626439539,2047
1607615218657133336,2047
1607615218687389047,2047
1607615218717457683,2047
1607615218748108344,2047
1607615218779400198,2047
1607615218810226765,2047
1607615218841513884,2047
1607615218871286835,2047
1607615218903205259,2047
1607615218932533788,2047
1607615218963740105,2047
1607615218995448030,2047
1607615219025107412,2047
1607615219055645143,2047
1607615219086012344,2047
1607615219116752382,2047
1607615219147460931,2047
1607615219178478190,2047
1607615219209211796,2047
1607615219239602709,2047
1607615219271443499,2047
1607615219301424070,2047
1607615219331483778,2047
1607615219362109319,2047
1607615219392947246,2047
1607615219423613139,2047
1607615219455319944,2047
1607615219484893661,2047
1607615219515916487,2047
1607615219547352376,2047
1607615219577200081,2047
1607615219608295228,2047
1607615219640439223,2047
1607615219669363234,2047
1607615219700175722,2047
1607615219730889711,2047
1607615219761194511,2047
1607615219791385581,2047
1607615219822766621,2047
1607615219854278030,2047
1607615219884848242,2047
1607615219916120384,2047
1607615219945955033,2047
1607615219976213112,2047
1607615220007331236,2047
1607615220037583491,2047
1607615220068056485,2047
1607615220098699370,2047
1607615220129698036,2047
1607615220160947426,2047
1607615220190550455,2047
1607615220222014280,2047
1607615220252466602,2047
1607615220283102415,2047
1607615220313722259,2047
1607615220344251542,2047
1607615220375655750,2047
1607615220405850885,2047
1607615220436697228,2047
1607615220466673191,2047
1607615220497845972,2047
1607615220527908784,2047
1607615220558965403,2047
1607615220590464685,2047
1607615220620549929,2047
1607615220650529732,2047
1607615220682313594,2047
1607615220712367670,2047
1607615220742537908,2047
1607615220774554765,2047
1607615220804381222,2047
1607615220835139244,2047
1607615220865469901,2047
1607615220896986526,2047
1607615220927018586,2047
1607615220957552125,2047
1607615220988019776,2047
1607615221018547523,2047
1607615221049452108,2047
1607615221079973007,2047
1607615221111411519,2047
1607615221141501468,2047
1607615221172417317,2047
1607615221202443489,2047
1607615221233475467,2047
1607615221263651561,2047
1607615221294658292,2047
1607615221324856562,2047
1607615221356566343,2047
1607615221386307038,2047
1607615221417909073,2047
1607615221447673577,2047
1607615221478670003,2047
1607615221509836128,2047
1607615221540360579,2047
1607615221570988872,2047
1607615221601965266,2047
1607615221632209457,2047
1607615221662893526,2047
1607615221694600395,2047
1607615221724373859,2040
1607615221755277260,2031
1607615221786512729,2026
1607615221816162768,2024
1607615221846754420,2019
1607615221877494778,2012
1607615221909630005,2006
1607615221938985383,2003
1607615221970471736,1998
1607615222001101021,1991
1607615222032111943,1986
1607615222062220261,1983
1607615222093242767,1977
1607615222124422044,1971
1607615222155304389,1966
1607615222185137854,1961
1607615222216202953,1957
1607615222246394535,1952
1607615222277490323,1948
1607615222308432700,1944
1607615222338597402,1939
1607615222369748647,1934
1607615222399997446,1930
1607615222431220147,1926
1607615222461190638,1921
1607615222492074327,1915
1607615222522841854,1912
1607615222552913690,1909
1607615222584368971,1904
1607615222615483831,1899
1607615222646394080,1894
1607615222677000005,1890
1607615222708659065,1886
1607615222738091372,1880
1607615222770190470,1876
1607615222799150866,1873
1607615222831537713,1868
1607615222860377372,1862
1607615222892172242,1857
1607615222922787350,1854
1607615222953917794,1849
1607615222984895820,1843
1607615223014775206,1838
1607615223044821090,1834
1607615223076886108,1829
1607615223107288158,1823
1607615223137110391,1819
1607615223168196226,1815
1607615223199040651,1811
1607615223228882340,1806
1607615223260327317,1801
1607615223291051451,1797
1607615223322056645,1791
1607615223351881982,1786
1607615223383659636,1781
1607615223413520718,1777
1607615223444452247,1772
1607615223475178557,1767
1607615223506730032,1762
1607615223536155427,1758
1607615223567447794,1753
1607615223598044310,1748
1607615223628644090,1743
1607615223659268063,1739
1607615223690228873,1734
1607615223720578538,1729
1607615223751851000,1724
1607615223782889251,1720
1607615223813182403,1715
1607615223843920777,1711
1607615223874503278,1705
1607615223904817486,1700
1607615223936497986,1695
1607615223966987173,1689
1607615223997738892,1685
1607615224027634214,1681
1607615224058950805,1676
1607615224089969952,1670
1607615224120556708,1666
1607615224151418860,1661
1607615224182187443,1657
1607615224212001708,1652
1607615224242497807,1647
1607615224273948672,1642
1607615224304834825,1637
1607615224334410527,1632
1607615224365952241,1627
1607615224396037902,1623
1607615224428349740,1618
1607615224456873874,1612
1607615224488789130,1607
1607615224519704403,1603
1607615224549815504,1598
1607615224580617112,1593
1607615224612373869,1588
1607615224642303528,1583
1607615224673643127,1578
1607615224703909559,1573
1607615224735339112,1568
1607615224765657512,1563
1607615224796746356,1558
1607615224827065364,1553
1607615224857042159,1548
1607615224888156252,1543
1607615224919823568,1537
1607615224949968206,1533
1607615224981265437,1527
1607615225011817280,1522
1607615225042724906,1516
1607615225072495874,1511
1607615225103920915,1506
1607615225134247091,1501
1607615225164576052,1496
1607615225195952612,1491
1607615225226064897,1485
1607615225257535827,1479
1607615225287941397,1474
1607615225317800206,1469
1607615225349106333,1464
1607615225380302731,1458
1607615225410241670,1454
1607615225440527045,1449
1607615225471516656,1444
1607615225502450553,1440
1607615225533282209,1435
1607615225563742468,1430
1607615225595038099,1425
1607615225625112400,1421
1607615225655820534,1416
1607615225687107301,1411
1607615225716943934,1406
1607615225747723173,1401
1607615225779088373,1397
1607615225809837852,1392
1607615225840129692,1387
1607615225871728207,1383
1607615225901149891,1378
1607615225932036235,1373
1607615225963074871,1368
1607615225993745404,1363
1607615226024663238,1359
1607615226055088904,1355
1607615226086154707,1349
1607615226117081949,1344
1607615226147332828,1339
1607615226178510762,1334
1607615226213003752,1329
1607615226240170938,1324
1607615226270547707,1320
1607615226300562967,1315
1607615226331450592,1311
1607615226362752015,1306
1607615226393624120,1302
1607615226424442240,1298
1607615226454562557,1294
1607615226485238979,1289
1607615226515559108,1285
1607615226547101558,1281
1607615226577730812,1276
1607615226607314513,1272
1607615226638715426,1267
1607615226669495113,1262
1607615226700426611,1257
1607615226730962262,1253
1607615226762558186,1249
1607615226793172335,1245
1607615226823599697,1240
1607615226853547596,1235
1607615226885004733,1230
1607615226915335134,1225
1607615226945830241,1221
1607615226975997152,1217
1607615227007540530,1212
1607615227039155750,1208
1607615227069222595,1203
1607615227099993674,1199
1607615227130602415,1194
1607615227161570105,1189
1607615227191584661,1184
1607615227222048312,1180
1607615227253032419,1175
1607615227283695176,1169
1607615227314810741,1164
1607615227345221271,1161
1607615227376757161,1157
1607615227406711621,1151
1607615227437644654,1146
1607615227467584137,1142
1607615227499394496,1138
1607615227529677536,1133
1607615227560272229,1128
1607615227590839753,1124
1607615227622396796,1119
1607615227652261526,1114
1607615227683403651,1110
1607615227714383309,1105
1607615227744032964,1101
1607615227775905467,1097
1607615227805974328,1092
1607615227836680351,1086
1607615227868336083,1081
1607615227898522802,1077
1607615227928805170,1071
1607615227960566440,1066
1607615227990712422,1061
1607615228021161480,1056
1607615228051652332,1051
1607615228082457780,1046
1607615228112958807,1041
1607615228143543772,1036
1607615228174673576,1031
1607615228205332910,1026
1607615228236712990,1021
1607615228267116192,1016
1607615228297652772,1011
1607615228328634031,1006
1607615228358379239,1001
1607615228389671830,996
1607615228420307963,990
1607615228451163844,985
1607615228481455524,980
1607615228513039672,975
1607615228542354058,969
1607615228573398677,964
1607615228604895239,959
1607615228635336458,953
1607615228666992382,948
1607615228696751415,943
1607615228726747187,938
1607615228757788670,933
1607615228788973196,927
1607615228818615426,922
1607615228851097891,916
1607615228881237889,910
1607615228911717284,906
1607615228942470283,901
1607615228972817996,896
1607615229003470386,891
1607615229034806626,886
1607615229064400664,880
1607615229096155406,876
1607615229125978823,872
1607615229156614157,867
1607615229187533782,861
1607615229218886023,856
1607615229249335561,851
1607615229280095953,847
1607615229310572212,842
1607615229341640864,837
1607615229371445689,831
1607615229403244943,826
1607615229433917173,822
1607615229464662557,817
1607615229494679705,812
1607615229525867879,808
1607615229557220311,803
1607615229587880860,799
1607615229617691094,795
1607615229648711585,790
1607615229679312678,786
1607615229710310737,782
1607615229741067320,778
1607615229772787821,774
1607615229802349475,770
1607615229833709491,765
1607615229863961267,761
1607615229895469797,757
1607615229926543633,753
1607615229956613262,749
1607615229986818958,746
1607615230018332096,742
1607615230048843620,737
1607615230078322776,733
1607615230109311971,730
1607615230140060042,727
1607615230172259271,723
1607615230201769660,719
1607615230233108044,715
1607615230262661601,711
1607615230293999985,707
1607615230325777608,703
1607615230355088506,699
1607615230385991523,694
1607615230417072975,689
1607615230447495986,684
1607615230478378651,679
1607615230508606010,675
1607615230539365986,670
1607615230570883764,666
1607615230599958211,661
1607615230631518646,656
1607615230662377567,652
1607615230692273690,646
1607615230723832813,641
1607615230754980282,636
1607615230784876693,631
1607615230817068849,627
1607615230846938571,622
1607615230876932775,617
1607615230907394986,612
1607615230938300724,607
1607615230969206398,601
1607615230999570943,597
1607615231030872431,592
1607615231060885995,587
1607615231092392894,581
1607615231123342792,576
1607615231153461414,571
1607615231184743445,566
1607615231214853555,561
1607615231245571898,555
1607615231276931626,550
1607615231306457503,544
1607615231337338121,539
1607615231368574199,534
1607615231398809303,529
1607615231430471308,524
1607615231460449800,519
1607615231491596245,514
1607615231521656242,510
1607615231552464314,505
1607615231583260514,499
1607615231613538786,494
1607615231644500013,490
1607615231675743100,485
1607615231706242815,479
1607615231737066504,474
1607615231768838398,470
1607615231799183903,465
1607615231828054059,459
1607615231859523325,455
1607615231889205108,451
1607615231921877176,446
1607615231951885205,440
1607615231983070818,435
1607615232013292546,431
1607615232044286701,427
1607615232074804721,422
1607615232105474455,417
1607615232137021418,413
1607615232166444574,408
1607615232197883248,404
1607615232228476885,398
1607615232259457088,392
1607615232290109638,388
1607615232321052016,385
1607615232351240047,380
1607615232382303067,374
1607615232412778270,369
1607615232442758874,365
1607615232475758467,360
1607615232505953282,355
1607615232537283410,351
1607615232567513554,346
1607615232597039623,341
1607615232628118004,336
1607615232658890875,331
1607615232688992537,326
1607615232721371065,321
1607615232751302772,316
1607615232781552276,311
1607615232813419436,306
1607615232843690604,300
1607615232873061151,294
1607615232904559378,288
1607615232936274119,284
1607615232966131106,278
1607615232997032267,272
1607615233027377357,266
1607615233057623661,261
1607615233088890140,257
1607615233120249260,252
1607615233150548397,246
1607615233181289525,241
1607615233210537062,236
1607615233241589650,231
1607615233273041956,226
1607615233303144034,221
1607615233334819735,216
1607615233364228075,211
1607615233395787454,206
1607615233426321858,201
1607615233458895077,196
1607615233488214519,191
1607615233518769052,186
1607615233549456450,180
1607615233579714787,175
1607615233610946609,171
1607615233640882285,166
1607615233671891800,161
1607615233702822050,156
1607615233732797918,151
1607615233764513652,147
1607615233794453199,143
1607615233825762623,139
1607615233855680858,135
1607615233886412898,131
1607615233917266987,127
1607615233947724398,123
1607615233978355700,119
1607615234009469600,116
1607615234039721313,112
1607615234070553129,108
1607615234102132861,104
1607615234132818532,100
1607615234163087460,97
1607615234193424838,93
1607615234224473202,88
1607615234254433262,84
1607615234285667261,81
1607615234316689320,77
1607615234346950632,73
1607615234377891827,69
1607615234408016337,64
1607615234439162111,61
1607615234470749075,57
1607615234501868992,59
1607615234530628042,61
1607615234562157117,60
1607615234593139112,59
1607615234623713197,60
1607615234655215296,60
1607615234684804630,60
1607615234716381642,60
1607615234747118289,60
1607615234776938539,60
1607615234808414845,60
1607615234838768799,60
1607615234869390469,60
1607615234899919753,60
1607615234930567887,60
1607615234961282326,60
1607615234992550693,60
1607615235022440064,60
1607615235053886226,60
1607615235083538730,60
1607615235114990396,60
1607615235145454527,60
1607615235175698143,60
1607615235207426390,60
1607615235237476947,60
1607615235268471998,60
1607615235298607069,60
1607615235329593096,60
1607615235360217294,60
1607615235390549775,60
1607615235421428537,60
1607615235452739977,60
1607615235482447073,60
1607615235513720336,60
1607615235544104915,60
1607615235575020701,60
