rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,child_frame_id,pose,pose,position,x,y,z,orientation,x,y,z,w,covariance,twist,twist,linear,x,y,z,angular,x,y,z,covariance
1604398682957946528,,4287,,1604398682,903130040,"""odom_zed""","""base_zed""",,,,-21.299066611442427,11.54429561347698,-3.3141126929316997,,-0.273006845387508,-0.09395176420569039,-0.4763770595719252,0.8304849339318612,"[1.0364179843236343e-06, 1.3727533776375367e-08, 4.410613207994629e-09, -4.756243843218044e-09, 7.289955444855778e-11, 1.556526574297834e-09, 1.3727518677342232e-08, 1.0362521152273985e-06, -3.482742427785013e-10, -4.246870854984763e-09, 7.033751914242714e-10, -9.597167505148718e-09, 4.41061054345937e-09, -3.4827618566879437e-10, 1.053031041919894e-06, -8.496613190800417e-09, 1.611307531845796e-08, 1.3271865828556884e-09, -4.756242066861205e-09, -4.246868634538714e-09, -8.496617631692516e-09, 1.0134366448255605e-06, -2.6103041950165107e-09, 3.0483919832846595e-09, 7.29002899713116e-11, 7.033751914242714e-10, 1.6113084200242156e-08, -2.6103046391057205e-09, 1.0130391956408857e-06, 7.224385534243538e-10, 1.5565314592791424e-09, -9.597165728791879e-09, 1.3271870269448982e-09, 3.048393315552289e-09, 7.224384979132026e-10, 1.005168769552256e-06]",,,,0.0,0.0,0.0,,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1604398683015158048,,4288,,1604398682,969881040,"""odom_zed""","""base_zed""",,,,-21.299071079345236,11.544294840456233,-3.3141001880869783,,-0.273006845387508,-0.09395176420569039,-0.4763770595719252,0.8304849339318612,"[8.957452557467604e-09, -4.50719683797729e-09, -2.677435828601915e-09, -5.443799300230978e-10, -1.639786417761968e-09, -4.2354536544664256e-11, -4.50719550570966e-09, 8.198270506909466e-09, 4.135481290745702e-09, 1.447791997399861e-09, 1.3130105891434596e-09, -9.452124638542614e-10, -2.6774320538436314e-09, 4.135478626210443e-09, 4.92813212460419e-09, 1.6901483546050144e-09, 1.6612796693848964e-09, -1.7262229146108865e-10, -5.443791528669806e-10, 1.4477912202437437e-09, 1.690148021538107e-09, 9.064909378686536e-10, 5.14394637995963e-10, -1.4451174978891146e-10, -1.6397846414051287e-09, 1.3130098119873423e-09, 1.6612795583625939e-09, 5.143946935071142e-10, 8.417417318717924e-10, 1.293394835677475e-10, -4.2355331048016254e-11, -9.452112426089343e-10, -1.726216808384251e-10, -1.4451159713324557e-10, 1.293396778567768e-10, 4.5551690197598305e-10]",,,,0.0,0.0,0.0,,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1604398683085288000,,4289,,1604398683,36636040,"""odom_zed""","""base_zed""",,,,-21.299075123801124,11.544294140569907,-3.314088869908624,,-0.273006845387508,-0.09395176420569039,-0.4763770595719252,0.8304849339318612,"[1.8371098065017577e-07, -9.610045736963002e-08, -6.075566005847577e-08, -1.2595131160253459e-08, -3.5113352225835115e-08, -8.162864828520355e-10, -9.610049289676681e-08, 1.7138766850166576e-07, 8.469383061537883e-08, 2.9871653595137104e-08, 2.7252525569565478e-08, -1.9778092053002183e-08, -6.075557479334748e-08, 8.469376666653261e-08, 9.760156416405152e-08, 3.3995647186202405e-08, 3.3984388636554286e-08, -3.4436307139174005e-09, -1.2595117837577163e-08, 2.987162872614135e-08, 3.39956649497708e-08, 1.8641875598746083e-08, 1.0563971919452797e-08, -2.9950224522679036e-09, -3.511333446226672e-08, 2.725251491142444e-08, 3.3984417058263716e-08, 1.0563977248523315e-08, 1.7536690322117465e-08, 2.744323657211112e-09, -8.162754361329405e-10, -1.97780973820727e-08, -3.443637819344758e-09, -2.995027559293817e-09, 2.744320770631248e-09, 9.559125935254542e-09]",,,,0.0,0.0,0.0,,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1604398683148803072,,4290,,1604398683,103504040,"""odom_zed""","""base_zed""",,,,-21.299078784880187,11.544293507009902,-3.3140786247765233,,-0.273006845387508,-0.09395176420569039,-0.4763770595719252,0.8304849339318612,"[3.445211405050941e-07, -1.806421607852826e-07, -1.1453123249793862e-07, -2.377849739332305e-08, -6.596951607207302e-08, -1.507690639002135e-09, -1.806421465744279e-07, 3.2165672791961697e-07, 1.587981728334853e-07, 5.6028056860668585e-08, 5.11222779664422e-08, -3.711641483050698e-08, -1.1453107617853675e-07, 1.58798087568357e-07, 1.8262751666497934e-07, 6.366234828192319e-08, 6.369051419596872e-08, -6.452118839206378e-09, -2.3778461866186262e-08, 5.60280213335318e-08, 6.366237670363262e-08, 3.494626099609377e-08, 1.9802264716872742e-08, -5.61844482049878e-09, -6.59694521232268e-08, 5.112224243930541e-08, 6.369053551225079e-08, 1.9802261164159063e-08, 3.2892955914576305e-08, 5.150131876519026e-09, -1.5076764281474198e-09, -3.711642193593434e-08, -6.452133050061093e-09, -5.6184528141045575e-09, 5.150125659270088e-09, 1.7936210738866976e-08]",,,,0.0,0.0,0.0,,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1604398683219689184,,4291,,1604398683,170257040,"""odom_zed""","""base_zed""",,,,-21.29908209891543,11.544292933504664,-3.3140693508314927,,-0.273006845387508,-0.09395176420569039,-0.4763770595719252,0.8304849339318612,"[3.505861627672857e-07, -1.8372972476754512e-07, -1.1643949449080537e-07, -2.4151223243507047e-08, -6.70706015171163e-08, -1.4839744988393022e-09, -1.8372972476754512e-07, 3.270504578267719e-07, 1.6145364156727737e-07, 5.696136895494419e-08, 5.197804142653695e-08, -3.7747660996956256e-08, -1.1643945185824123e-07, 1.6145361314556794e-07, 1.8568547943687008e-07, 6.473142377672048e-08, 6.475826808127749e-08, -6.5583098951549346e-09, -2.415118416365658e-08, 5.696134763866212e-08, 6.473139535501105e-08, 3.553646621412554e-08, 2.01360670359918e-08, -5.707769368257232e-09, -6.707055888455216e-08, 5.197800589940016e-08, 6.475824676499542e-08, 2.013606881234864e-08, 3.3444656821757235e-08, 5.237009936820414e-09, -1.4839949269429553e-09, -3.7747632575246826e-08, -6.558305010173626e-09, -5.707768480078812e-09, 5.237014377712512e-09, 1.8244126209765454e-08]",,,,0.0,0.0,0.0,,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1604398683282263648,,4292,,1604398683,237008040,"""odom_zed""","""base_zed""",,,,-21.299085098803722,11.544292414363733,-3.314060955994454,,-0.273006845387508,-0.09395176420569039,-0.4763770595719252,0.8304849339318612,"[4.6590795932388573e-07, -2.441042283862771e-07, -1.5473415260203183e-07, -3.2082834167113106e-08, -8.91827625082442e-08, -2.0127930433488928e-09, -2.441043989165337e-07, 4.348070774540247e-07, 2.1463512211994384e-07, 7.572730709171083e-08, 6.911249528229746e-08, -5.018771886966533e-08, -1.5473405312604882e-07, 2.1463500843310612e-07, 2.4691698286005703e-07, 8.607713652963866e-08, 8.612213520109435e-08, -8.713457511078104e-09, -3.2082802192689996e-08, 7.572725024829197e-08, 8.607712231878395e-08, 4.7258751578738156e-08, 2.677806065776167e-08, -7.590101880339262e-09, -8.918274829738948e-08, 6.911246686058803e-08, 8.612217072823114e-08, 2.6778081974043744e-08, 4.448246571087111e-08, 6.9678960379349064e-09, -2.0127965960625716e-09, -5.018768689524222e-08, -8.713458399256524e-09, -7.5901080975882e-09, 6.967898258380956e-09, 2.4262972075916878e-08]",,,,0.0,0.0,0.0,,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1604398683351550304,,4293,,1604398683,303753040,"""odom_zed""","""base_zed""",,,,-21.299087814323254,11.54429194443381,-3.314053356930036,,-0.273006845387508,-0.09395176420569039,-0.4763770595719252,0.8304849339318612,"[5.82142376970296e-07, -2.9884660079915193e-07, -1.8353692610162398e-07, -3.763701528214369e-08, -1.0904363989538979e-07, -2.7218360898473293e-09, -2.988466576425708e-07, 5.383744792197831e-07, 2.687032463200012e-07, 9.444671889013989e-08, 8.593417533120373e-08, -6.2099751119149e-08, -1.8353672714965796e-07, 2.687031610548729e-07, 3.148741143377265e-07, 1.0884009782330395e-07, 1.0792032867357193e-07, -1.1061009885793283e-08, -3.763689804259229e-08, 9.444664783586632e-08, 1.0884007650702188e-07, 5.9020663911724114e-08, 3.34651915068207e-08, -9.451101234958514e-09, -1.0904359726282564e-07, 8.593417533120373e-08, 1.079203997278455e-07, 3.346522348124381e-08, 5.5192138859183615e-08, 8.562366815567657e-09, -2.7218138853868368e-09, -6.209976533000372e-08, -1.1061004556722764e-08, -9.451106564029033e-09, 8.562365039210817e-09, 2.998122283770499e-08]",,,,0.0,0.0,0.0,,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1604398683417862144,,4294,,1604398683,370506040,"""odom_zed""","""base_zed""",,,,-21.29909027243046,11.544291519049764,-3.3140464782042733,,-0.273006845387508,-0.09395176420569039,-0.4763770595719252,0.8304849339318612,"[5.865560410711623e-07, -3.0115990057311137e-07, -1.8500378473618184e-07, -3.7941369157579174e-08, -1.0988906495867923e-07, -2.7413828984634847e-09, -3.0115998583823966e-07, 5.424960818345426e-07, 2.7073787123299553e-07, 9.516460863778775e-08, 8.658931704985662e-08, -6.257540974274889e-08, -1.8500358578421583e-07, 2.7073781438957667e-07, 3.17214755796158e-07, 1.0965602825763199e-07, 1.0873669964439614e-07, -1.114362468968011e-08, -3.794125547074145e-08, 9.516453758351417e-08, 1.0965599983592256e-07, 5.946859715777464e-08, 3.3719008030175246e-08, -9.523095201302567e-09, -1.0988902232611508e-07, 8.658930994442926e-08, 1.0873677069866972e-07, 3.3719040004598355e-08, 5.561379623486573e-08, 8.628413539213398e-09, -2.7413604719583873e-09, -6.25754239536036e-08, -1.1143619360609591e-08, -9.523100530373085e-09, 8.628409986499719e-09, 3.02111473615696e-08]",,,,0.0,0.0,0.0,,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1604398683489377216,,4295,,1604398683,437381040,"""odom_zed""","""base_zed""",,,,-21.299092497526257,11.544291133989223,-3.314040251533599,,-0.273006845387508,-0.09395176420569039,-0.4763770595719252,0.8304849339318612,"[6.788222890463658e-07, -3.4745974630823184e-07, -2.1252114379421982e-07, -4.3582083719684306e-08, -1.2679950600613665e-07, -3.1850686532663985e-09, -3.47459888416779e-07, 6.268608103709994e-07, 3.132862502752687e-07, 1.1005086264503916e-07, 1.0009753736994753e-07, -7.23049780049223e-08, -2.1252087378798024e-07, 3.1328602290159324e-07, 3.6795245250687003e-07, 1.2705922358691168e-07, 1.2584571607021644e-07, -1.2915814195935127e-08, -4.358204108712016e-08, 1.1005079159076558e-07, 1.2705930885203998e-07, 6.883130510004776e-08, 3.9033746901395716e-08, -1.1008182809746359e-08, -1.267994491627178e-07, 1.0009746631567396e-07, 1.2584578712449002e-07, 3.9033750454109395e-08, 6.42947597384591e-08, 9.963342151309007e-09, -3.1850393433785484e-09, -7.230501353205909e-08, -1.2915844394001397e-08, -1.1008194356065815e-08, 9.96333238134639e-09, 3.490407607387169e-08]",,,,0.0,0.0,0.0,,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1604398683552650560,,4296,,1604398683,504128040,"""odom_zed""","""base_zed""",,,,-21.299094511698446,11.54429078542967,-3.3140346151083095,,-0.273006845387508,-0.09395176420569039,-0.4763770595719252,0.8304849339318612,"[7.263469683493895e-07, -3.7236875982671336e-07, -2.2831565615888394e-07, -4.6859319979830616e-08, -1.3590272374131018e-07, -3.395541181561157e-09, -3.723688735135511e-07, 6.712406275255489e-07, 3.351942723384127e-07, 1.1778080732938179e-07, 1.0715184828313795e-07, -7.742662688769997e-08, -2.2831537194178964e-07, 3.3519404496473726e-07, 3.931552328140242e-07, 1.358447718757816e-07, 1.346360818388348e-07, -1.3805372844899466e-08, -4.685927024183911e-08, 1.177807220642535e-07, 1.358448713517646e-07, 7.365448340124203e-08, 4.1766753611227614e-08, -1.1783385822639048e-08, -1.3590266689789132e-07, 1.0715177722886438e-07, 1.3463613868225366e-07, 4.176676071665497e-08, 6.883499281684635e-08, 1.0674494177465021e-08, -3.395508763048838e-09, -7.742666241483676e-08, -1.3805404819322575e-08, -1.1783399145315343e-08, 1.0674483519323985e-08, 3.737982723350797e-08]",,,,0.0,0.0,0.0,,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
