rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,magnetic_field,x,y,z,magnetic_field_covariance
1605264015517918653,,1757,,1605264015,504078865,"""base_imu""",,34.5,-8.5625,-55.1875,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605264015561387066,,1758,,1605264015,554163694,"""base_imu""",,34.0625,-8.1875,-54.0625,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605264015612537897,,1759,,1605264015,604096412,"""base_imu""",,35.25,-8.875,-54.75,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605264015661967981,,1760,,1605264015,654235601,"""base_imu""",,34.0625,-9.25,-55.1875,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605264015713761217,,1761,,1605264015,704683065,"""base_imu""",,34.0625,-9.25,-55.5625,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605264015762141182,,1762,,1605264015,753996133,"""base_imu""",,35.25,-8.5625,-55.1875,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605264015812774986,,1763,,1605264015,804021835,"""base_imu""",,34.875,-9.25,-55.1875,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605264015862659825,,1764,,1605264015,854176521,"""base_imu""",,34.875,-8.5625,-54.0625,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605264015912907802,,1765,,1605264015,904032230,"""base_imu""",,35.25,-8.875,-54.375,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605264015962554016,,1766,,1605264015,954091310,"""base_imu""",,35.25,-8.875,-54.375,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605264016012741321,,1767,,1605264016,4447937,"""base_imu""",,34.5,-9.25,-55.5625,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605264016062883378,,1768,,1605264016,54449558,"""base_imu""",,34.875,-8.875,-54.375,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605264016112460696,,1769,,1605264016,104305505,"""base_imu""",,34.875,-9.25,-54.75,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605264016163165797,,1770,,1605264016,154607057,"""base_imu""",,35.875,-9.25,-55.1875,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605264016212818251,,1771,,1605264016,204077005,"""base_imu""",,34.875,-8.875,-55.5625,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605264016262379664,,1772,,1605264016,254195928,"""base_imu""",,34.5,-9.25,-54.375,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605264016312657018,,1773,,1605264016,304398059,"""base_imu""",,35.25,-9.25,-54.75,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605264016361550779,,1774,,1605264016,353780031,"""base_imu""",,35.25,-8.875,-54.375,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605264016411893542,,1775,,1605264016,403878450,"""base_imu""",,35.25,-8.875,-55.1875,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605264016461793262,,1776,,1605264016,453516960,"""base_imu""",,35.25,-8.5625,-54.375,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605264016512495035,,1777,,1605264016,504293441,"""base_imu""",,34.875,-8.5625,-54.375,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605264016563684427,,1778,,1605264016,554969549,"""base_imu""",,35.5625,-9.25,-53.25,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
