rosbagTimestamp,iTOW,version,numSvs,reserved0,sv
1605258526325266093,18000,1,0,"[0, 0]",[]
1605258528324846099,20000,1,0,"[0, 0]",[]
1605258530324640421,22000,1,0,"[0, 0]",[]
1605258532322782020,24000,1,0,"[0, 0]",[]
1605258534324183460,26000,1,0,"[0, 0]",[]
1605258536322585978,28000,1,0,"[0, 0]",[]
1605258538323306431,30000,1,0,"[0, 0]",[]
1605258540324865692,32000,1,0,"[0, 0]",[]
1605258542323202731,34000,1,0,"[0, 0]",[]
1605258544323273760,36000,1,0,"[0, 0]",[]
1605258546323288124,38000,1,0,"[0, 0]",[]
1605258548324529462,40000,1,0,"[0, 0]",[]
1605258550323006441,42000,1,0,"[0, 0]",[]
1605258552324139186,44000,1,0,"[0, 0]",[]
1605258554323048925,46000,1,0,"[0, 0]",[]
1605258556324347289,48000,1,1,"[0, 0]",,2,1,0,-91,0,0,1
1605258558323118834,50000,1,1,"[0, 0]",,2,1,0,-91,0,0,1
1605258560324692707,52000,1,1,"[0, 0]",,2,1,0,-91,0,0,1
1605258562324551775,54000,1,1,"[0, 0]",,2,1,0,-91,0,0,1
1605258564323209198,56000,1,0,"[0, 0]",[]
1605258566323107930,58000,1,0,"[0, 0]",[]
1605258568323605688,60000,1,0,"[0, 0]",[]
1605258570323182061,62000,1,0,"[0, 0]",[]
1605258572323041103,64000,1,0,"[0, 0]",[]
1605258574323967367,66000,1,0,"[0, 0]",[]
1605258576323915346,68000,1,0,"[0, 0]",[]
1605258578322978059,70000,1,0,"[0, 0]",[]
1605258580324172157,72000,1,0,"[0, 0]",[]
1605258582325209246,74000,1,0,"[0, 0]",[]
1605258584324591946,76000,1,0,"[0, 0]",[]
1605258586322813184,78000,1,0,"[0, 0]",[]
1605258588323072967,80000,1,0,"[0, 0]",[]
1605258590324059514,82000,1,0,"[0, 0]",[]
1605258592324671477,84000,1,0,"[0, 0]",[]
1605258594323029103,86000,1,0,"[0, 0]",[]
1605258596325139643,88000,1,0,"[0, 0]",[]
1605258598323463070,90000,1,0,"[0, 0]",[]
1605258600322919879,92000,1,1,"[0, 0]",,2,2,0,-91,0,0,1
1605258602324592408,94000,1,1,"[0, 0]",,2,2,0,-91,0,0,1
1605258604325550695,96000,1,1,"[0, 0]",,2,2,0,-91,0,0,1
1605258606323673192,98000,1,0,"[0, 0]",[]
1605258608323777454,100000,1,1,"[0, 0]",,2,2,0,-91,0,0,1
1605258610323344684,102000,1,0,"[0, 0]",[]
1605258612322740962,104000,1,0,"[0, 0]",[]
1605258614324279353,106000,1,0,"[0, 0]",[]
1605258616322818138,108000,1,0,"[0, 0]",[]
1605258618324131356,110000,1,0,"[0, 0]",[]
1605258620322757766,112000,1,0,"[0, 0]",[]
1605258622323061642,114000,1,0,"[0, 0]",[]
1605258624322592123,116000,1,0,"[0, 0]",[]
1605258626322515165,118000,1,0,"[0, 0]",[]
1605258628322897455,120000,1,0,"[0, 0]",[]
1605258630322740203,122000,1,0,"[0, 0]",[]
1605258632323209654,124000,1,1,"[0, 0]",,0,29,0,-91,0,0,1
1605258634323132425,126000,1,1,"[0, 0]",,0,29,0,-91,0,0,1
1605258636324726284,128000,1,1,"[0, 0]",,0,29,0,-91,0,0,1
1605258638323190855,130000,1,2,"[0, 0]",,0,29,0,-91,0,0,1,2,3,0,-91,0,0,1
1605258640323586738,132000,1,1,"[0, 0]",,2,3,0,-91,0,0,1
1605258642323009437,134000,1,0,"[0, 0]",[]
1605258644323875251,136000,1,1,"[0, 0]",,2,3,0,-91,0,0,1
1605258646323596068,138000,1,0,"[0, 0]",[]
1605258648323170646,140000,1,0,"[0, 0]",[]
