rosbagTimestamp,iTOW,version,numSvs,reserved0,sv,-,gnssId,svId,cno,elev,azim,prRes,flags
1605260174325656954,466592300,1,2,"[0, 0]",,0,22,0,-91,0,0,4113,0,31,25,-91,0,0,6420
1605260176325914940,466594300,1,2,"[0, 0]",,0,22,0,-91,0,0,4113,0,31,26,-91,0,0,6420
1605260178326102595,466596300,1,2,"[0, 0]",,0,22,0,-91,0,0,4113,0,31,25,-91,0,0,6420
1605260180327643804,466598300,1,2,"[0, 0]",,0,22,0,-91,0,0,4113,0,31,25,-91,0,0,6420
1605260182326686627,466600300,1,2,"[0, 0]",,0,22,0,-91,0,0,4113,0,31,26,-91,0,0,6420
1605260184327266717,466602300,1,2,"[0, 0]",,0,22,0,-91,0,0,4113,0,31,25,-91,0,0,6420
1605260186325959723,466604300,1,3,"[0, 0]",,0,22,0,-91,0,0,4113,0,31,26,-91,0,0,6420,2,20,0,-91,0,0,1
1605260188328488385,466606300,1,3,"[0, 0]",,0,22,0,-91,0,0,4113,0,31,26,-91,0,0,6420,2,20,0,-91,0,0,1
1605260190325790155,466608300,1,1,"[0, 0]",,0,31,26,-91,0,0,6420
1605260192326651834,466610300,1,1,"[0, 0]",,0,31,26,-91,0,0,6420
1605260194327551663,466612300,1,2,"[0, 0]",,0,2,0,-91,0,0,4113,0,31,25,-91,0,0,6420
1605260196325766958,466614300,1,2,"[0, 0]",,0,2,0,-91,0,0,4113,0,31,26,-91,0,0,6420
1605260198326666987,466616300,1,2,"[0, 0]",,0,2,0,-91,0,0,4113,0,31,25,-91,0,0,6420
1605260200327271080,466618300,1,2,"[0, 0]",,0,2,0,-91,0,0,4113,0,31,25,-91,0,0,6420
1605260202326579262,466620300,1,2,"[0, 0]",,0,2,0,-91,0,0,4113,0,31,25,-91,0,0,6420
1605260204327334852,466622300,1,2,"[0, 0]",,0,2,0,-91,0,0,4113,0,31,25,-91,0,0,6420
1605260206327146437,466624300,1,3,"[0, 0]",,0,2,0,-91,0,0,4113,0,9,0,-91,0,0,4113,0,31,26,-91,0,0,6420
1605260208326518534,466626300,1,3,"[0, 0]",,0,2,0,-91,0,0,4113,0,9,0,-91,0,0,4113,0,31,25,-91,0,0,6420
1605260210326987284,466628300,1,3,"[0, 0]",,0,2,0,-91,0,0,4113,0,9,0,-91,0,0,4113,0,31,25,-91,0,0,6420
1605260212325389681,466630300,1,2,"[0, 0]",,0,2,0,-91,0,0,4113,0,31,25,-91,0,0,6420
1605260214326272777,466632300,1,2,"[0, 0]",,0,2,0,-91,0,0,4113,0,31,25,-91,0,0,6420
1605260216325953944,466634300,1,2,"[0, 0]",,0,2,0,-91,0,0,4113,0,31,25,-91,0,0,6420
1605260218325577642,466636300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260220326759085,466638300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260222325652092,466640300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260224326815204,466642300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260226326455262,466644300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260228326865635,466646300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260230326940070,466648300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260232328083605,466650300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260234325720963,466652300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260236326040109,466654300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260238325428624,466656300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260240325954046,466658300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260242326569807,466660300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260244326090166,466662300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260246328512378,466664300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260248326426963,466666300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260250326053661,466668300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260252325566726,466670300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260254325913368,466672300,1,2,"[0, 0]",,0,31,25,-91,0,0,6420,2,22,0,-91,0,0,1
1605260256327387957,466674300,1,2,"[0, 0]",,0,31,24,-91,0,0,6420,2,22,0,-91,0,0,1
1605260258327014464,466676300,1,2,"[0, 0]",,0,31,25,-91,0,0,6420,2,22,0,-91,0,0,1
1605260260326948558,466678300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260262326979901,466680300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260264326051234,466682300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260266327431101,466684300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260268325792282,466686300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260270328048349,466688300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260272327458915,466690300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260274327058025,466692300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260276326394412,466694300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260278326866041,466696300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260280326684223,466698300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260282328097779,466700300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260284329357060,466702300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260286329473512,466704300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260288326814926,466706300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260290325955300,466708300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260292325789599,466710300,1,1,"[0, 0]",,0,31,24,-91,0,0,6420
1605260294326549378,466712300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260296325825043,466714300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260298327205719,466716300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260300325054613,466718300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260302326387060,466720300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260304325149269,466722300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260306326845075,466724300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260308327988327,466726300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260310326371548,466728300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260312326163613,466730300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260314327441481,466732300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260316325526481,466734300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260318325767212,466736300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260320326895661,466738300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260322326743356,466740300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260324327173902,466742300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260326325299268,466744300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260328326295764,466746300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260330325115688,466748300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260332326613717,466750300,1,1,"[0, 0]",,0,31,26,-91,0,0,6420
1605260334326311562,466752300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260336325256659,466754300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260338325179394,466756300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260340326098391,466758300,1,1,"[0, 0]",,0,31,26,-91,0,0,6420
1605260342327096199,466760300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260344328227092,466762300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260346326076794,466764300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260348326637942,466766300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260350326508807,466768300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260352326441459,466770300,1,1,"[0, 0]",,0,31,26,-91,0,0,6420
1605260354326077974,466772300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260356327460902,466774300,1,1,"[0, 0]",,0,31,26,-91,0,0,6420
1605260358325373708,466776300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260360325820487,466778300,1,1,"[0, 0]",,0,31,26,-91,0,0,6420
1605260362325624373,466780300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260364327094159,466782300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260366326976466,466784300,1,1,"[0, 0]",,0,31,26,-91,0,0,6420
1605260368325343999,466786300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260370325177237,466788300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260372326476660,466790300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260374327035429,466792300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260376325713660,466794300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260378326126142,466796300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260380328198092,466798300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260382327710231,466800300,1,1,"[0, 0]",,0,31,26,-91,0,0,6420
1605260384325734571,466802300,1,1,"[0, 0]",,0,31,26,-91,0,0,6420
1605260386328720302,466804300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260388325947403,466806300,1,1,"[0, 0]",,0,31,26,-91,0,0,6420
1605260390325886142,466808300,1,1,"[0, 0]",,0,31,26,-91,0,0,6420
1605260392326329232,466810300,1,1,"[0, 0]",,0,31,26,-91,0,0,6420
1605260394325833231,466812300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260396326251474,466814300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260398325319198,466816300,1,1,"[0, 0]",,0,31,26,-91,0,0,6420
1605260400326009844,466818300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260402325335603,466820300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260404326718273,466822300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260406326729528,466824300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260408325812732,466826300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260410326128806,466828300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260412326210117,466830300,1,1,"[0, 0]",,0,31,26,-91,0,0,6420
1605260414326308380,466832300,1,1,"[0, 0]",,0,31,26,-91,0,0,6420
1605260416325068732,466834300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260418326939381,466836300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260420326635982,466838300,1,1,"[0, 0]",,0,31,26,-91,0,0,6420
1605260422325279890,466840300,1,1,"[0, 0]",,0,31,26,-91,0,0,6420
1605260424326257192,466842300,1,1,"[0, 0]",,0,31,26,-91,0,0,6420
1605260426325415904,466844300,1,1,"[0, 0]",,0,31,26,-91,0,0,6420
1605260428325839166,466846300,1,1,"[0, 0]",,0,31,26,-91,0,0,6420
1605260430326021327,466848300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260432326010133,466850300,1,2,"[0, 0]",,0,9,0,-91,0,0,4113,0,31,25,-91,0,0,6420
1605260434326937277,466852300,1,3,"[0, 0]",,0,9,0,-91,0,0,4113,0,10,0,-91,0,0,4113,0,31,25,-91,0,0,6420
1605260436327789946,466854300,1,3,"[0, 0]",,0,9,0,-91,0,0,4113,0,10,0,-91,0,0,4113,0,31,25,-91,0,0,6420
1605260438325441034,466856300,1,3,"[0, 0]",,0,9,0,-91,0,0,4113,0,10,0,-91,0,0,4113,0,31,25,-91,0,0,6420
1605260440325964561,466858300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
1605260442326463310,466860300,1,1,"[0, 0]",,0,31,25,-91,0,0,6420
