rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,magnetic_field,x,y,z,magnetic_field_covariance
1605259550147372536,,1,,1605259550,123235940,"""base_imu""",,38.5,-7.375,-77.0625,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605259550190764669,,2,,1605259550,164678096,"""base_imu""",,38.875,-6.6875,-77.0625,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605259550236913357,,3,,1605259550,212164163,"""base_imu""",,38.875,-7.375,-77.375,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605259550271198596,,4,,1605259550,256159543,"""base_imu""",,39.25,-7.375,-77.0625,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605259550321367699,,5,,1605259550,306518316,"""base_imu""",,39.875,-7.0625,-77.5,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605259550374546224,,6,,1605259550,357302665,"""base_imu""",,39.25,-8.1875,-77.375,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605259550436259251,,7,,1605259550,406625986,"""base_imu""",,38.875,-7.75,-77.75,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605259550469510362,,8,,1605259550,456226348,"""base_imu""",,39.25,-7.375,-77.0625,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605259550521862411,,9,,1605259550,508778095,"""base_imu""",,38.5,-8.5625,-77.5,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605259550569994842,,10,,1605259550,554588556,"""base_imu""",,39.25,-7.75,-77.5,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605259550616579024,,11,,1605259550,605076074,"""base_imu""",,38.875,-8.1875,-78.25,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605259550678612728,,12,,1605259550,655550241,"""base_imu""",,38.875,-7.375,-78.25,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605259550722114719,,13,,1605259550,706606149,"""base_imu""",,38.5,-7.375,-76.6875,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605259550771706661,,14,,1605259550,755332708,"""base_imu""",,38.875,-7.375,-77.5,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605259550821610255,,15,,1605259550,807026147,"""base_imu""",,39.5625,-7.75,-77.375,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605259550871459705,,16,,1605259550,855981349,"""base_imu""",,38.5,-7.0625,-76.6875,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605259550921345443,,17,,1605259550,907182931,"""base_imu""",,39.25,-7.0625,-77.875,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605259550971974521,,18,,1605259550,955324888,"""base_imu""",,38.875,-7.375,-76.6875,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605259551020407437,,19,,1605259551,6227731,"""base_imu""",,38.875,-7.0625,-77.0625,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605259551069850320,,20,,1605259551,55080652,"""base_imu""",,39.25,-6.6875,-78.25,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605259551229959314,,21,,1605259551,216231822,"""base_imu""",,38.5,-7.75,-77.5,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605259551247840329,,22,,1605259551,236823797,"""base_imu""",,39.5625,-7.0625,-78.25,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605259551265962468,,23,,1605259551,254365682,"""base_imu""",,39.5625,-7.0625,-78.25,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605259551291133357,,24,,1605259551,275829553,"""base_imu""",,39.5625,-7.0625,-78.25,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605259551322850172,,25,,1605259551,307279348,"""base_imu""",,38.875,-8.1875,-77.875,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605259551372142013,,26,,1605259551,356211900,"""base_imu""",,38.875,-7.375,-77.375,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
