rosbagTimestamp,iTOW,version,numSvs,reserved0,sv,-,gnssId,svId,cno,elev,azim,prRes,flags,-,gnssId,svId,cno,elev,azim,prRes,flags,-,gnssId,svId,cno,elev,azim,prRes,flags,-,gnssId,svId,cno,elev,azim,prRes,flags,-,gnssId,svId,cno,elev,azim,prRes,flags,-,gnssId,svId,cno,elev,azim,prRes,flags
1605262765116986661,469183100,1,6,"[0, 0]",,0,2,27,-91,0,0,4,0,4,33,-91,0,0,6,0,9,31,-91,0,0,3,6,255,41,-91,0,0,3,6,255,36,-91,0,0,3,6,255,40,-91,0,0,3
1605262767116643235,469185100,1,6,"[0, 0]",,0,2,26,-91,0,0,4,0,4,33,-91,0,0,6,0,9,30,-91,0,0,3,6,255,41,-91,0,0,3,6,255,36,-91,0,0,3,6,255,40,-91,0,0,3
1605262769117733270,469187100,1,6,"[0, 0]",,0,2,26,-91,0,0,6,0,4,33,-91,0,0,6,0,9,30,-91,0,0,3,6,255,41,-91,0,0,3,6,255,36,-91,0,0,3,6,255,41,-91,0,0,3
1605262771117405941,469189100,1,8,"[0, 0]",,0,2,26,-91,0,0,6,0,4,33,-91,0,0,6,0,9,30,-91,0,0,3,6,255,41,-91,0,0,3,6,255,36,-91,0,0,3,6,255,41,-91,0,0,3,6,255,0,-91,0,0,1,6,255,34,-91,0,0,3
1605262773115177403,469191100,1,9,"[0, 0]",,0,2,26,-91,0,0,6,0,4,33,-91,0,0,6,0,9,30,-91,0,0,6,2,1,0,-91,0,0,1,6,255,41,-91,0,0,3,6,255,36,-91,0,0,3,6,255,41,-91,0,0,3,6,255,29,-91,0,0,3,6,255,35,-91,0,0,3
1605262775116664885,469193100,1,9,"[0, 0]",,0,2,26,-91,0,0,6,0,4,33,-91,0,0,6,0,9,30,-91,0,0,6,2,1,0,-91,0,0,1,6,255,41,-91,0,0,3,6,255,36,-91,0,0,3,6,255,41,-91,0,0,3,6,255,28,-91,0,0,3,6,255,35,-91,0,0,3
1605262777116873438,469195100,1,8,"[0, 0]",,0,2,27,-91,0,0,7,0,4,33,-91,0,0,7,0,9,30,-91,0,0,6,6,255,41,-91,0,0,3,6,255,36,-91,0,0,3,6,255,41,-91,0,0,3,6,255,28,-91,0,0,3,6,255,35,-91,0,0,3
1605262779119146981,469197100,1,8,"[0, 0]",,0,2,26,-91,0,0,7,0,4,33,-91,0,0,7,0,9,30,-91,0,0,6,6,5,41,-91,0,0,2067,6,14,36,-91,0,0,2067,6,21,41,-91,0,0,2067,6,255,28,-91,0,0,3,6,255,35,-91,0,0,3
1605262781128496782,469199100,1,11,"[0, 0]",,0,2,26,-91,0,0,7,0,4,33,-91,0,0,7,0,9,30,-91,0,0,6,1,120,0,22,210,0,1793,1,123,0,23,155,0,1793,1,136,0,26,186,0,1793,6,5,41,74,296,0,2335,6,13,28,-91,0,0,3,6,14,36,31,87,-1,2335,6,15,35,-91,0,0,3,6,21,40,40,316,0,2335
1605262783127573610,469201100,1,11,"[0, 0]",,0,2,27,-91,0,0,7,0,4,33,-91,0,0,7,0,9,30,-91,0,0,7,1,120,0,22,210,0,1793,1,123,30,23,155,0,1795,1,136,30,26,186,0,1795,6,5,41,74,296,-1,2335,6,13,28,-91,0,0,3,6,14,37,31,87,-1,2335,6,15,35,-91,0,0,3,6,21,40,40,316,1,2335
1605262785127675509,469203100,1,12,"[0, 0]",,0,2,27,-91,0,0,6,0,4,33,-91,0,0,7,0,9,30,-91,0,0,7,0,17,29,-91,0,0,3,1,120,0,22,210,0,1793,1,123,31,23,155,0,1795,1,136,33,26,186,0,1795,6,5,41,74,296,-1,2335,6,13,28,-91,0,0,3,6,14,37,31,87,1,2335,6,15,35,-91,0,0,3,6,21,40,40,316,0,2335
1605262787128689357,469205100,1,12,"[0, 0]",,0,2,27,-91,0,0,6,0,4,33,-91,0,0,7,0,9,30,-91,0,0,7,0,17,26,-91,0,0,3,1,120,0,22,210,0,1793,1,123,31,23,155,0,1795,1,136,33,26,186,0,1795,6,5,41,74,296,-1,2335,6,13,29,-91,0,0,3,6,14,37,31,87,2,2335,6,15,35,-91,0,0,3,6,21,40,40,316,2,2335
1605262789130246445,469207100,1,14,"[0, 0]",,0,2,27,21,315,-29,2334,0,4,33,75,104,8,2335,0,9,30,-91,0,0,7,0,17,29,-91,0,0,3,0,20,0,-91,0,0,1,1,120,0,22,210,0,1793,1,123,31,23,155,0,1795,1,136,33,26,186,0,1795,2,2,0,-91,0,0,1,6,5,41,74,296,0,2335,6,13,29,-91,0,0,3,6,14,37,31,87,-1,2335,6,15,35,-91,0,0,3,6,21,40,40,316,1,2335
1605262791130677407,469209100,1,15,"[0, 0]",,0,2,27,21,315,-34,2334,0,4,33,75,104,9,2335,0,9,30,-91,0,0,7,0,17,29,-91,0,0,3,0,20,0,-91,0,0,1,1,120,0,22,210,0,1793,1,123,31,23,155,0,1798,1,136,32,26,186,0,1798,2,2,0,-91,0,0,1,2,21,0,-91,0,0,1,6,5,41,74,296,-1,2335,6,13,29,-91,0,0,3,6,14,37,31,87,-1,2335,6,15,35,-91,0,0,3,6,21,41,40,316,1,2335
1605262793131976701,469211100,1,19,"[0, 0]",,0,2,27,21,315,-45,2332,0,4,33,75,104,9,2335,0,9,31,-91,0,0,7,0,17,29,-91,0,0,3,0,20,0,-91,0,0,1,1,120,0,22,210,0,1793,1,123,31,23,155,0,1798,1,136,33,26,186,0,1799,2,2,0,-91,0,0,1,2,3,0,-91,0,0,1,2,21,0,-91,0,0,1,2,36,0,-91,0,0,1,6,5,41,74,296,1,2335,6,13,29,-91,0,0,3,6,14,37,31,87,-1,2335,6,15,35,-91,0,0,3,6,21,40,40,316,0,2335,6,255,0,-91,0,0,1,6,255,0,-91,0,0,1
1605262795134700624,469213100,1,17,"[0, 0]",,0,2,27,21,315,-18,2334,0,4,33,75,104,5,2335,0,9,30,56,220,-118,2335,0,17,28,-91,0,0,3,1,120,0,22,210,0,1793,1,123,31,23,155,0,1796,1,136,33,26,186,0,1799,2,3,0,-91,0,0,1,2,6,0,-91,0,0,1,2,36,0,-91,0,0,1,6,5,41,74,296,0,2335,6,13,29,-91,0,0,3,6,14,37,31,87,-3,2335,6,15,35,-91,0,0,3,6,21,40,40,316,1,2335,6,255,0,-91,0,0,1,6,255,0,-91,0,0,1
1605262797129292531,469215100,1,16,"[0, 0]",,0,2,27,21,315,-6,2334,0,4,33,75,104,3,2335,0,9,31,56,220,-49,2335,0,17,28,-91,0,0,6,0,20,0,-91,0,0,1,1,120,0,22,210,0,1793,1,123,31,23,155,0,1798,1,136,32,26,186,0,1799,2,6,0,-91,0,0,1,2,36,0,-91,0,0,1,6,5,41,74,296,1,2335,6,13,29,-91,0,0,3,6,14,37,31,87,-4,2335,6,15,36,-91,0,0,3,6,21,40,40,316,1,2335,6,255,0,-91,0,0,1
1605262799130387345,469217100,1,14,"[0, 0]",,0,2,27,21,315,-23,2334,0,4,33,75,104,8,2335,0,9,31,56,220,-26,2335,0,17,28,-91,0,0,6,0,20,0,-91,0,0,1,0,22,0,-91,0,0,1,1,120,0,22,210,0,1793,1,123,31,23,155,0,1798,1,136,33,26,186,0,1799,6,5,41,74,296,1,2335,6,13,29,-91,0,0,3,6,14,37,31,87,-5,2335,6,15,36,-91,0,0,3,6,21,40,40,316,1,2335
1605262801130478785,469219100,1,14,"[0, 0]",,0,2,27,21,315,-35,2335,0,4,33,75,104,-10,2335,0,9,31,56,220,-81,2335,0,17,28,-91,0,0,6,0,20,0,-91,0,0,1,0,22,0,-91,0,0,1,1,120,0,22,210,0,1793,1,123,31,23,155,0,1798,1,136,33,26,186,0,1798,6,5,41,74,296,1,2335,6,13,29,-91,0,0,3,6,14,37,31,87,-8,2335,6,15,36,-91,0,0,3,6,21,40,40,316,2,2335
1605262803131211739,469221100,1,13,"[0, 0]",,0,2,27,21,315,-19,2335,0,4,33,75,104,-38,2335,0,9,31,56,220,-38,2335,0,17,28,-91,0,0,6,0,22,0,-91,0,0,1,1,120,0,22,210,0,1793,1,123,31,23,155,0,1798,1,136,33,26,186,0,1798,6,5,41,74,296,0,2335,6,13,28,-91,0,0,7,6,14,37,31,87,-4,2335,6,15,37,-91,0,0,7,6,21,40,40,316,2,2335
1605262805130922504,469223100,1,13,"[0, 0]",,0,2,27,21,315,13,2335,0,4,33,75,104,14,2335,0,9,31,56,220,-23,2335,0,17,28,-91,0,0,6,0,22,0,-91,0,0,1,1,120,0,22,210,0,1793,1,123,31,23,155,0,1799,1,136,33,26,186,0,1798,6,5,41,74,297,1,2335,6,13,29,-91,0,0,7,6,14,37,31,87,-5,2335,6,15,37,-91,0,0,7,6,21,40,40,316,1,2335
1605262807132171979,469225100,1,14,"[0, 0]",,0,2,27,21,315,-14,2335,0,4,33,75,104,0,2335,0,9,32,56,220,-25,2335,0,17,28,-91,0,0,7,0,22,0,-91,0,0,1,0,28,0,-91,0,0,1,1,120,0,22,210,0,1793,1,123,31,23,155,0,1799,1,136,33,26,186,0,1798,6,5,41,74,297,0,2335,6,13,29,-91,0,0,7,6,14,37,31,87,-4,2335,6,15,37,-91,0,0,7,6,21,40,40,316,1,2335
1605262809132390976,469227100,1,14,"[0, 0]",,0,2,27,21,315,-18,2335,0,4,33,75,104,-60,2335,0,9,32,56,220,95,2335,0,17,28,-91,0,0,7,0,22,0,-91,0,0,1,0,28,0,-91,0,0,1,1,120,0,22,210,0,1793,1,123,31,23,155,0,1799,1,136,33,26,186,0,1799,6,5,41,74,297,1,2335,6,13,29,24,26,15,2335,6,14,37,31,87,-3,2335,6,15,37,7,134,-4,2335,6,21,40,40,316,1,2335
1605262811132022254,469229100,1,13,"[0, 0]",,0,2,27,21,315,-40,2335,0,4,33,75,104,-62,2335,0,9,32,56,220,92,2335,0,17,27,-91,0,0,7,0,22,0,-91,0,0,1,1,120,0,22,210,0,1793,1,123,31,23,155,0,1799,1,136,32,26,186,0,1799,6,5,41,74,297,3,2335,6,13,29,24,26,10,2335,6,14,37,31,87,-4,2335,6,15,37,7,134,0,2335,6,21,40,40,316,0,2335
1605262813134370754,469231100,1,14,"[0, 0]",,0,2,27,21,315,-20,2335,0,4,33,75,103,-56,2335,0,9,32,56,220,97,2335,0,17,27,-91,0,0,7,0,22,0,-91,0,0,1,1,120,0,22,210,0,1793,1,123,31,23,155,0,1799,1,136,33,26,186,0,1799,2,4,0,-91,0,0,1,6,5,41,74,297,2,2335,6,13,29,24,26,10,2335,6,14,37,31,87,-4,2335,6,15,36,7,134,0,2335,6,21,40,40,316,-1,2335
1605262815135856682,469233100,1,15,"[0, 0]",,0,2,27,21,315,11,2335,0,4,33,75,103,-62,2335,0,9,32,56,220,92,2335,0,17,27,-91,0,0,7,0,22,0,-91,0,0,1,1,120,0,22,210,0,1793,1,123,31,23,155,0,1799,1,136,33,26,186,0,1799,2,4,0,-91,0,0,1,2,5,0,-91,0,0,1,6,5,41,74,297,2,2335,6,13,29,24,26,7,2335,6,14,37,31,87,-2,2335,6,15,36,7,134,-3,2335,6,21,40,40,316,-2,2335
1605262817134609486,469235100,1,16,"[0, 0]",,0,2,27,21,315,1,2335,0,4,33,75,103,-57,2335,0,9,33,56,220,88,2335,0,17,26,-91,0,0,7,0,22,0,-91,0,0,1,0,31,33,-91,0,0,3,1,120,0,22,210,0,1793,1,123,31,23,155,0,1799,1,136,33,26,186,0,1799,2,4,0,-91,0,0,1,2,5,0,-91,0,0,1,6,5,41,74,297,2,2335,6,13,29,24,26,-21,2335,6,14,37,31,87,1,2335,6,15,36,7,134,-3,2335,6,21,40,40,316,-2,2335
1605262819135427503,469237100,1,16,"[0, 0]",,0,2,27,21,315,-30,2335,0,4,33,75,103,-71,2335,0,9,32,56,220,73,2335,0,17,26,13,234,256,2335,0,22,0,-91,0,0,1,0,31,30,-91,0,0,3,0,32,0,-91,0,0,1,1,120,0,22,210,0,1793,1,123,31,23,155,0,1799,1,136,33,26,186,0,1799,2,5,0,-91,0,0,1,6,5,41,74,297,3,2335,6,13,29,24,26,-28,2335,6,14,37,31,87,-2,2335,6,15,36,7,134,-1,2335,6,21,40,40,316,0,2335
1605262821132087223,469239100,1,15,"[0, 0]",,0,2,27,21,315,-14,2335,0,3,0,-91,0,0,1,0,4,33,75,103,-73,2335,0,9,33,56,220,67,2335,0,17,26,13,234,280,2335,0,22,0,-91,0,0,1,0,31,31,-91,0,0,3,1,120,0,22,210,0,1793,1,123,31,23,155,0,1799,1,136,32,26,186,0,1799,6,5,41,74,297,4,2335,6,13,29,24,26,-38,2335,6,14,38,31,87,-4,2335,6,15,37,7,134,0,2335,6,21,40,40,316,-2,2335
1605262823135987396,469241100,1,14,"[0, 0]",,0,2,27,21,315,-2,2335,0,3,28,-91,0,0,3,0,4,33,75,103,-72,2335,0,9,33,56,220,65,2335,0,17,26,13,234,251,2335,0,31,31,-91,0,0,3,1,120,0,22,210,0,1793,1,123,31,23,155,0,1799,1,136,33,26,186,0,1799,6,5,41,74,297,4,2335,6,13,28,24,26,-32,2335,6,14,38,31,87,-4,2335,6,15,37,7,134,6,2335,6,21,40,40,316,-4,2335
1605262825134700714,469243100,1,15,"[0, 0]",,0,2,22,21,315,0,2324,0,3,28,-91,0,0,3,0,4,34,75,103,-65,2335,0,6,25,-91,0,0,3,0,9,33,56,220,67,2335,0,17,27,12,234,234,2335,0,31,32,-91,0,0,3,1,120,0,22,210,0,1793,1,123,31,23,155,0,1799,1,136,31,26,186,0,1796,6,5,40,74,297,1,2335,6,13,30,24,26,-30,2335,6,14,38,31,87,-2,2335,6,15,33,7,134,21,2335,6,21,37,40,316,0,2335
1605262827134989607,469245100,1,16,"[0, 0]",,0,2,18,21,315,11,2332,0,3,29,-91,0,0,3,0,4,35,75,103,-50,2335,0,6,28,-91,0,0,3,0,9,34,56,220,75,2335,0,17,27,12,234,245,2335,0,31,33,-91,0,0,3,1,120,0,22,210,0,1793,1,123,32,23,155,0,2311,1,136,32,26,186,0,1798,6,4,28,44,66,0,4628,6,5,36,74,297,2,2335,6,13,30,24,26,1,2335,6,14,37,31,87,-7,2335,6,15,36,7,134,32,2335,6,21,37,40,316,-8,2335
