rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,magnetic_field,x,y,z,magnetic_field_covariance
1605263923768985454,,1,,1605263923,755022287,"""base_imu""",,35.25,-9.25,-54.875,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605263923813141947,,2,,1605263923,804015874,"""base_imu""",,35.5625,-8.5625,-54.875,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605263923862422660,,3,,1605263923,854270458,"""base_imu""",,35.5625,-8.5625,-54.875,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605263923913524375,,4,,1605263923,904474020,"""base_imu""",,35.25,-8.1875,-54.875,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605263923963180002,,5,,1605263923,954266548,"""base_imu""",,34.875,-7.75,-54.5,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605263924012436268,,6,,1605263924,4030704,"""base_imu""",,34.875,-7.75,-54.5,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605263924062594330,,7,,1605263924,53886651,"""base_imu""",,34.5,-7.375,-55.5625,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605263924112243814,,8,,1605263924,104155063,"""base_imu""",,36.25,-8.875,-56.0,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605263924162359572,,9,,1605263924,153949499,"""base_imu""",,34.875,-8.875,-54.875,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605263924211394813,,10,,1605263924,203593969,"""base_imu""",,34.875,-8.875,-54.875,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605263924263118164,,11,,1605263924,254441976,"""base_imu""",,34.5,-9.6875,-56.0,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605263924312170876,,12,,1605263924,304089069,"""base_imu""",,34.5,-9.6875,-56.0,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605263924362672045,,13,,1605263924,354122638,"""base_imu""",,35.25,-8.875,-54.0625,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605263924412605370,,14,,1605263924,404200553,"""base_imu""",,34.875,-8.1875,-55.25,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605263924462270406,,15,,1605263924,453598737,"""base_imu""",,35.5625,-9.6875,-54.375,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605263924512179699,,16,,1605263924,503999710,"""base_imu""",,35.5625,-9.6875,-54.375,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605263924562939973,,17,,1605263924,554455280,"""base_imu""",,35.25,-8.5625,-54.875,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605263924612236207,,18,,1605263924,603916645,"""base_imu""",,35.25,-8.5625,-54.875,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605263924662671519,,19,,1605263924,654681205,"""base_imu""",,35.25,-9.25,-55.5625,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605263924712643788,,20,,1605263924,704149723,"""base_imu""",,35.5625,-8.875,-56.0,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605263924762135159,,21,,1605263924,754142045,"""base_imu""",,35.5625,-8.875,-56.0,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605263924811822595,,22,,1605263924,803999662,"""base_imu""",,35.25,-9.25,-55.25,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605263924861910769,,23,,1605263924,853911399,"""base_imu""",,35.875,-8.5625,-54.375,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605263924912076640,,24,,1605263924,903876066,"""base_imu""",,35.25,-8.875,-55.25,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605263924962676465,,25,,1605263924,954086542,"""base_imu""",,35.25,-8.875,-55.25,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605263925012905088,,26,,1605263925,4310607,"""base_imu""",,33.75,-8.875,-55.25,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605263925062575373,,27,,1605263925,54189920,"""base_imu""",,33.75,-8.875,-55.25,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605263925112852156,,28,,1605263925,104439973,"""base_imu""",,35.5625,-9.25,-56.0,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605263925163535919,,29,,1605263925,154401779,"""base_imu""",,34.875,-8.5625,-55.25,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
