rosbagTimestamp,linear,x,y,z,angular,x,y,z
1605614253759965445,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1605614254764612411,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1605614255762850122,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1605614255907375611,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1605614256450565791,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1605614256576142239,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1605614256801406837,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1605614257798952229,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1605614258144756958,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1605614258167796807,,0.021662520244717598,0.0,0.0,,0.0,0.0,-0.0
1605614258183160323,,0.10115520656108856,0.0,0.0,,0.0,0.0,-0.0
1605614258214461608,,0.16969335079193115,0.0,0.0,,0.0,0.0,-0.0
1605614258227352492,,0.25193271040916443,0.0,0.0,,0.0,0.0,-0.0
1605614258251287369,,0.3369187116622925,0.0,0.0,,0.0,0.0,-0.0
1605614258275905719,,0.40955278277397156,0.0,0.0,,0.0,0.0,-0.0
1605614258285959802,,0.47945621609687805,0.0,0.0,,0.0,0.0,-0.0
1605614258324354527,,0.5,0.0,0.0,,0.0,0.0,-0.0
1605614259222939055,,0.5,0.0,0.0,,0.0,0.0,-0.0
1605614259262673809,,0.5,0.0,0.0,,0.0,0.0,-0.0
1605614259406261408,,0.5,0.0,0.0,,0.0,0.0,-0.0
1605614260289349787,,0.5,0.0,0.0,,0.0,0.0,-0.0
1605614260716053698,,0.5,0.0,0.0,,0.0,0.0,-0.0
1605614260721860869,,0.5,0.0,0.0,,0.0,0.0,0.004935967270284891
1605614260744575783,,0.5,0.0,0.0,,0.0,0.0,0.037831708788871765
1605614260794509839,,0.5,0.0,0.0,,0.0,0.0,0.12283378839492798
1605614260808147523,,0.5,0.0,0.0,,0.0,0.0,0.15023620426654816
1605614260822815630,,0.5,0.0,0.0,,0.0,0.0,0.18313193321228027
1605614260889198314,,0.5,0.0,0.0,,0.0,0.0,0.22152100503444672
1605614261413307040,,0.5,0.0,0.0,,0.0,0.0,0.1940864771604538
1605614261454451744,,0.5,0.0,0.0,,0.0,0.0,0.14201226830482483
1605614261489137167,,0.5,0.0,0.0,,0.0,0.0,0.043325040489435196
1605614261502291128,,0.5,0.0,0.0,,0.0,0.0,-0.0
1605614261538165665,,0.5,0.0,0.0,,0.0,0.0,-0.0
1605614262045426328,,0.5,0.0,0.0,,0.0,0.0,-0.0
1605614262183276987,,0.5,0.0,0.0,,0.0,0.0,-0.0
1605614262823995687,,0.5,0.0,0.0,,0.0,0.0,-0.0
1605614262902948187,,0.5,0.0,0.0,,0.0,0.0,-0.0
1605614263919254150,,0.5,0.0,0.0,,0.0,0.0,-0.0
1605614264171283438,,0.5,0.0,0.0,,0.0,0.0,-0.0
1605614264366505750,,0.5,0.0,0.0,,0.0,0.0,-0.0
1605614264431200261,,0.5,0.0,0.0,,0.0,0.0,-0.0
1605614265333896146,,0.5,0.0,0.0,,0.0,0.0,-0.0
1605614265378045682,,0.5,0.0,0.0,,0.0,0.0,-0.03779958188533783
1605614265493443380,,0.5,0.0,0.0,,0.0,0.0,-0.0
1605614265542887883,,0.5,0.0,0.0,,0.0,0.0,-0.0
1605614265892374842,,0.5,0.0,0.0,,0.0,0.0,-0.0
1605614265904272069,,0.5,0.0,0.0,,0.0,0.0,-0.018621109426021576
1605614266690667648,,0.5,0.0,0.0,,0.0,0.0,-0.05151684954762459
1605614266785400335,,0.5,0.0,0.0,,0.0,0.0,-0.0844125896692276
1605614267144213731,,0.5,0.0,0.0,,0.0,0.0,-0.03779958188533783
1605614267207302090,,0.5,0.0,0.0,,0.0,0.0,-0.0
1605614267266385336,,0.5,0.0,0.0,,0.0,0.0,-0.0
1605614267903918067,,0.5,0.0,0.0,,0.0,0.0,-0.0
1605614267928150930,,0.5,0.0,0.0,,0.0,0.0,-0.026845045387744904
1605614267991992330,,0.5,0.0,0.0,,0.0,0.0,-0.07069532573223114
1605614268024733960,,0.5,0.0,0.0,,0.0,0.0,-0.13648679852485657
1605614268047793613,,0.5,0.0,0.0,,0.0,0.0,-0.16938254237174988
1605614268070583115,,0.5,0.0,0.0,,0.0,0.0,-0.196817085146904
1605614268091146040,,0.5,0.0,0.0,,0.0,0.0,-0.22421948611736298
1605614268126622195,,0.5,0.0,0.0,,0.0,0.0,-0.27629369497299194
1605614269129992098,,0.5,0.0,0.0,,0.0,0.0,-0.27629369497299194
1605614269264675465,,0.5,0.0,0.0,,0.0,0.0,-0.24339796602725983
1605614269286403151,,0.5,0.0,0.0,,0.0,0.0,-0.21050222218036652
1605614269302962594,,0.5,0.0,0.0,,0.0,0.0,-0.16938254237174988
1605614269325818881,,0.5,0.0,0.0,,0.0,0.0,-0.13648679852485657
