rosbagTimestamp,linear,x,y,z,angular,x,y,z
1603972818355953352,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1603972819356475752,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1603972820360655560,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1603972821358401800,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1603972822360024168,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1603972823359795816,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1603972823743165480,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1603972823836925192,,0.004935967270284891,0.0,0.0,,0.0,0.0,-0.0
1603972823854888200,,0.037831708788871765,0.0,0.0,,0.0,0.0,-0.0
1603972824055838248,,0.07622078061103821,0.0,0.0,,0.0,0.0,-0.0
1603972824172351048,,0.10911652445793152,0.0,0.0,,0.0,0.0,-0.0
1603972824319394184,,0.1365189254283905,0.0,0.0,,0.0,0.0,-0.0
1603972824412408264,,0.17490799725055695,0.0,0.0,,0.0,0.0,-0.0
1603972824457766248,,0.21602767705917358,0.0,0.0,,0.0,0.0,-0.0
1603972824677147112,,0.2544167637825012,0.0,0.0,,0.0,0.0,-0.0
1603972825677097640,,0.2544167637825012,0.0,0.0,,0.0,0.0,-0.0
1603972826683090440,,0.2544167637825012,0.0,0.0,,0.0,0.0,-0.0
1603972827679199592,,0.2544167637825012,0.0,0.0,,0.0,0.0,-0.0
1603972828076333000,,0.2818191647529602,0.0,0.0,,0.0,0.0,-0.0
1603972829076933032,,0.2818191647529602,0.0,0.0,,0.0,0.0,-0.0
1603972829396424104,,0.3147149085998535,0.0,0.0,,0.0,0.0,-0.0
1603972829556853832,,0.35310396552085876,0.0,0.0,,0.0,0.0,-0.0
1603972830557256648,,0.35310396552085876,0.0,0.0,,0.0,0.0,-0.0
1603972831259145320,,0.35310396552085876,0.0,0.0,,0.0,0.0,-0.0
1603972831538491784,,0.35310396552085876,0.0,0.0,,0.0,0.0,0.02085859887301922
1603972831571996744,,0.35310396552085876,0.0,0.0,,0.0,0.0,0.08665008097887039
1603972831617574824,,0.35310396552085876,0.0,0.0,,0.0,0.0,0.16888943314552307
