rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,status,status,service,latitude,longitude,altitude,position_covariance,position_covariance_type
1605615048135825933,,11029,,1605615048,135276806,"""base_gps""",,0,11,56.1582583,10.2162481,78.035,"[1.934881, 0.0, 0.0, 0.0, 1.934881, 0.0, 0.0, 0.0, 6.110784]",2
1605615048238398496,,11030,,1605615048,237816856,"""base_gps""",,0,11,56.158258399999994,10.216248,78.025,"[1.934881, 0.0, 0.0, 0.0, 1.934881, 0.0, 0.0, 0.0, 6.110784]",2
1605615048336857725,,11031,,1605615048,336381430,"""base_gps""",,0,11,56.158258499999995,10.216248,78.029,"[1.9320999999999997, 0.0, 0.0, 0.0, 1.9320999999999997, 0.0, 0.0, 0.0, 6.115728999999999]",2
1605615048434798162,,11032,,1605615048,434387053,"""base_gps""",,0,11,56.158258599999996,10.216248199999999,77.996,"[1.9320999999999997, 0.0, 0.0, 0.0, 1.9320999999999997, 0.0, 0.0, 0.0, 6.115728999999999]",2
1605615048535771792,,11033,,1605615048,535370123,"""base_gps""",,0,11,56.158258599999996,10.2162483,77.96300000000001,"[1.9320999999999997, 0.0, 0.0, 0.0, 1.9320999999999997, 0.0, 0.0, 0.0, 6.115728999999999]",2
1605615048638067040,,11034,,1605615048,637389751,"""base_gps""",,0,11,56.1582587,10.2162483,77.93900000000001,"[1.9320999999999997, 0.0, 0.0, 0.0, 1.9320999999999997, 0.0, 0.0, 0.0, 6.120676000000001]",2
1605615048735453454,,11035,,1605615048,734916167,"""base_gps""",,0,11,56.158258999999994,10.216248499999999,77.891,"[1.9320999999999997, 0.0, 0.0, 0.0, 1.9320999999999997, 0.0, 0.0, 0.0, 6.120676000000001]",2
1605615048837194358,,11036,,1605615048,836393548,"""base_gps""",,0,11,56.158258999999994,10.216248499999999,77.896,"[1.9320999999999997, 0.0, 0.0, 0.0, 1.9320999999999997, 0.0, 0.0, 0.0, 6.120676000000001]",2
1605615048935478832,,11037,,1605615048,934598757,"""base_gps""",,0,11,56.158259199999996,10.2162487,77.866,"[1.9320999999999997, 0.0, 0.0, 0.0, 1.9320999999999997, 0.0, 0.0, 0.0, 6.125625]",2
1605615049037643582,,11038,,1605615049,37191608,"""base_gps""",,0,11,56.158259199999996,10.2162487,77.868,"[1.9320999999999997, 0.0, 0.0, 0.0, 1.9320999999999997, 0.0, 0.0, 0.0, 6.125625]",2
1605615049136999558,,11039,,1605615049,136292797,"""base_gps""",,0,11,56.1582594,10.216248799999999,77.85000000000001,"[1.9320999999999997, 0.0, 0.0, 0.0, 1.9320999999999997, 0.0, 0.0, 0.0, 6.125625]",2
