rosbagTimestamp,linear,x,y,z,angular,x,y,z
1605615123688833298,,0.0,0.0,0.0,,0.0,0.0,0.0
1605615124188514581,,0.0,0.0,0.0,,0.0,0.0,0.0
1605615124689184868,,0.0,0.0,0.0,,0.0,0.0,0.0
1605615125188424063,,0.0,0.0,0.0,,0.0,0.0,0.0
1605615125689260718,,0.0,0.0,0.0,,0.0,0.0,0.0
1605615126188565384,,0.0,0.0,0.0,,0.0,0.0,0.0
1605615126689397877,,0.0,0.0,0.0,,0.0,0.0,0.0
1605615126757820873,,0.0,0.0,0.0,,0.0,0.0,0.6
1605615126858629217,,0.0,0.0,0.0,,0.0,0.0,0.6
1605615126957839972,,0.0,0.0,0.0,,0.0,0.0,0.6
1605615127057706255,,0.0,0.0,0.0,,0.0,0.0,0.6
1605615127157912990,,0.0,0.0,0.0,,0.0,0.0,0.6
1605615127189092146,,0.0,0.0,0.0,,0.0,0.0,0.0
1605615127257695720,,0.0,0.0,0.0,,0.0,0.0,0.6
1605615127357840823,,0.0,0.0,0.0,,0.0,0.0,0.6
1605615127457854116,,0.0,0.0,0.0,,0.0,0.0,0.6
1605615127557815440,,0.0,0.0,0.0,,0.0,0.0,0.6
1605615127658175009,,0.0,0.0,0.0,,0.0,0.0,0.6
1605615127688920303,,0.0,0.0,0.0,,0.0,0.0,0.0
1605615127758904376,,0.0,0.0,0.0,,0.0,0.0,0.6
1605615127857910679,,0.0,0.0,0.0,,0.0,0.0,0.6
1605615127957774562,,0.0,0.0,0.0,,0.0,0.0,0.6
1605615128058135476,,0.0,0.0,0.0,,0.0,0.0,0.6
1605615128157950525,,0.0,0.0,0.0,,0.0,0.0,0.6
1605615128189349555,,0.0,0.0,0.0,,0.0,0.0,0.0
1605615128257887113,,0.0,0.0,0.0,,0.0,0.0,0.6
1605615128357912822,,0.0,0.0,0.0,,0.0,0.0,0.6
1605615128457526781,,0.0,0.0,0.0,,0.0,0.0,0.6
1605615128558159409,,0.0,0.0,0.0,,0.0,0.0,0.6
1605615128658246079,,0.0,0.0,0.0,,0.0,0.0,0.6
1605615128689710261,,0.0,0.0,0.0,,0.0,0.0,0.0
1605615128758105865,,0.0,0.0,0.0,,0.0,0.0,0.6
1605615128857970292,,0.0,0.0,0.0,,0.0,0.0,0.6
1605615128958172643,,0.0,0.0,0.0,,0.0,0.0,0.6
1605615129057787530,,0.0,0.0,0.0,,0.0,0.0,0.6
1605615129158844323,,0.0,0.0,0.0,,0.0,0.0,0.6
1605615129188826823,,0.0,0.0,0.0,,0.0,0.0,0.0
1605615129257930307,,0.0,0.0,0.0,,0.0,0.0,0.6
