rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,magnetic_field,x,y,z,magnetic_field_covariance
1605257486716907447,,1,,1605257486,706195592,"""base_imu""",,39.5625,-6.6875,-76.0625,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605257486734528178,,2,,1605257486,723651170,"""base_imu""",,39.5625,-6.6875,-76.0625,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605257486788920585,,3,,1605257486,775395393,"""base_imu""",,40.25,-6.6875,-77.5625,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605257486832577426,,4,,1605257486,823120117,"""base_imu""",,40.0,-5.875,-76.875,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605257486897776308,,5,,1605257486,876165866,"""base_imu""",,39.5625,-5.5625,-77.5625,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605257486940317776,,6,,1605257486,923151731,"""base_imu""",,39.5625,-5.5625,-77.5625,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605257486994378604,,7,,1605257486,975074529,"""base_imu""",,40.0,-6.6875,-78.375,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605257487039239014,,8,,1605257487,24391651,"""base_imu""",,38.5,-5.875,-78.375,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605257487092895280,,9,,1605257487,75824975,"""base_imu""",,38.5,-6.6875,-78.0,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605257487138150149,,10,,1605257487,124096155,"""base_imu""",,39.5625,-6.6875,-78.0,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605257487191884237,,11,,1605257487,174990653,"""base_imu""",,38.0625,-5.875,-76.875,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605257487242661287,,12,,1605257487,224751472,"""base_imu""",,38.875,-6.25,-78.0,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605257487294543022,,13,,1605257487,275331497,"""base_imu""",,38.875,-6.25,-76.875,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605257487345741953,,14,,1605257487,324290275,"""base_imu""",,39.5625,-5.5625,-78.0625,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605257487391596203,,15,,1605257487,374866485,"""base_imu""",,38.875,-5.5625,-77.5625,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605257487442504131,,16,,1605257487,424623012,"""base_imu""",,39.25,-6.25,-75.6875,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605257487492181006,,17,,1605257487,474719285,"""base_imu""",,39.5625,-6.25,-76.875,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605257487542316050,,18,,1605257487,524391174,"""base_imu""",,38.5,-6.25,-77.5625,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605257487591252330,,19,,1605257487,575242996,"""base_imu""",,39.5625,-5.875,-76.0625,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605257487643687016,,20,,1605257487,624771595,"""base_imu""",,39.25,-6.6875,-76.875,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605257487692821213,,21,,1605257487,676158666,"""base_imu""",,40.0,-6.25,-76.0625,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605257487740763973,,22,,1605257487,724073410,"""base_imu""",,40.0,-6.25,-77.6875,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605257487796945189,,23,,1605257487,778016567,"""base_imu""",,39.5625,-6.25,-77.25,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
1605257487842710641,,24,,1605257487,825144052,"""base_imu""",,39.25,-6.6875,-77.25,"[0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002]"
