rosbagTimestamp,iTOW,version,numSvs,reserved0,sv
1605257766861321957,282000,1,0,"[0, 0]",[]
1605257768860434514,284000,1,0,"[0, 0]",[]
1605257770861970433,286000,1,0,"[0, 0]",[]
1605257772860967663,288000,1,0,"[0, 0]",[]
1605257774860224974,290000,1,0,"[0, 0]",[]
1605257776860185791,292000,1,0,"[0, 0]",[]
1605257778860358270,294000,1,0,"[0, 0]",[]
1605257780859929092,296000,1,0,"[0, 0]",[]
1605257782859669172,298000,1,0,"[0, 0]",[]
1605257784860688757,300000,1,0,"[0, 0]",[]
1605257786861535132,302000,1,0,"[0, 0]",[]
1605257788861117600,304000,1,0,"[0, 0]",[]
1605257790861170284,306000,1,0,"[0, 0]",[]
1605257792859861105,308000,1,0,"[0, 0]",[]
1605257794860573606,310000,1,0,"[0, 0]",[]
1605257796860482006,312000,1,0,"[0, 0]",[]
1605257798861271180,314000,1,0,"[0, 0]",[]
1605257800860795734,316000,1,0,"[0, 0]",[]
1605257802861267556,318000,1,0,"[0, 0]",[]
1605257804861168714,320000,1,0,"[0, 0]",[]
1605257806859661919,322000,1,0,"[0, 0]",[]
1605257808859991451,324000,1,0,"[0, 0]",[]
1605257810859548457,326000,1,0,"[0, 0]",[]
1605257812860577690,328000,1,0,"[0, 0]",[]
1605257814860029876,330000,1,0,"[0, 0]",[]
1605257816861762581,332000,1,0,"[0, 0]",[]
1605257818859963468,334000,1,0,"[0, 0]",[]
1605257820859677121,336000,1,0,"[0, 0]",[]
1605257822860313231,338000,1,0,"[0, 0]",[]
1605257824860799212,340000,1,0,"[0, 0]",[]
1605257826859646090,342000,1,0,"[0, 0]",[]
1605257828859834273,344000,1,0,"[0, 0]",[]
1605257830860537801,346000,1,0,"[0, 0]",[]
1605257832860660023,348000,1,0,"[0, 0]",[]
1605257834860922417,350000,1,0,"[0, 0]",[]
1605257836861494263,352000,1,0,"[0, 0]",[]
1605257838860756377,354000,1,0,"[0, 0]",[]
1605257840861028268,356000,1,0,"[0, 0]",[]
1605257842860662270,358000,1,1,"[0, 0]",,0,20,0,-91,0,0,1
1605257844859539951,360000,1,1,"[0, 0]",,0,20,0,-91,0,0,1
1605257846859474702,362000,1,1,"[0, 0]",,0,20,0,-91,0,0,1
1605257848859960436,364000,1,1,"[0, 0]",,0,20,0,-91,0,0,1
1605257850860843777,366000,1,0,"[0, 0]",[]
1605257852859548089,368000,1,0,"[0, 0]",[]
1605257854859359740,370000,1,0,"[0, 0]",[]
1605257856859680323,372000,1,0,"[0, 0]",[]
1605257858860448364,374000,1,0,"[0, 0]",[]
1605257860860632013,376000,1,0,"[0, 0]",[]
1605257862860364389,378000,1,0,"[0, 0]",[]
1605257864859530163,380000,1,0,"[0, 0]",[]
1605257866859455490,382000,1,0,"[0, 0]",[]
1605257868860043216,384000,1,0,"[0, 0]",[]
1605257870859325770,386000,1,0,"[0, 0]",[]
1605257872859705862,388000,1,0,"[0, 0]",[]
1605257874860058808,390000,1,0,"[0, 0]",[]
1605257876859898778,392000,1,0,"[0, 0]",[]
1605257878859381518,394000,1,0,"[0, 0]",[]
1605257880859610396,396000,1,0,"[0, 0]",[]
1605257882860555396,398000,1,0,"[0, 0]",[]
1605257884859697867,400000,1,0,"[0, 0]",[]
1605257886859825550,402000,1,0,"[0, 0]",[]
1605257888860270404,404000,1,0,"[0, 0]",[]
1605257890859474140,406000,1,0,"[0, 0]",[]
1605257892859699660,408000,1,0,"[0, 0]",[]
1605257894860447600,410000,1,0,"[0, 0]",[]
1605257896861530180,412000,1,0,"[0, 0]",[]
1605257898860766768,414000,1,0,"[0, 0]",[]
1605257900860312906,416000,1,0,"[0, 0]",[]
1605257902860658679,418000,1,0,"[0, 0]",[]
1605257904860374918,420000,1,0,"[0, 0]",[]
1605257906860779653,422000,1,0,"[0, 0]",[]
1605257908860198913,424000,1,0,"[0, 0]",[]
1605257910860458893,426000,1,0,"[0, 0]",[]
1605257912859848949,428000,1,0,"[0, 0]",[]
1605257914861037366,430000,1,0,"[0, 0]",[]
1605257916859132665,432000,1,0,"[0, 0]",[]
1605257918860279457,434000,1,0,"[0, 0]",[]
1605257920859513559,436000,1,0,"[0, 0]",[]
1605257922859192180,438000,1,0,"[0, 0]",[]
1605257924859201462,440000,1,0,"[0, 0]",[]
1605257926861907032,442000,1,0,"[0, 0]",[]
1605257928860408649,444000,1,0,"[0, 0]",[]
1605257930860254760,446000,1,0,"[0, 0]",[]
1605257932860340617,448000,1,0,"[0, 0]",[]
1605257934860837900,450000,1,0,"[0, 0]",[]
1605257936860210878,452000,1,0,"[0, 0]",[]
1605257938860175828,454000,1,0,"[0, 0]",[]
1605257940860704587,456000,1,0,"[0, 0]",[]
1605257942859387560,458000,1,0,"[0, 0]",[]
1605257944860448858,460000,1,0,"[0, 0]",[]
1605257946859809777,462000,1,0,"[0, 0]",[]
1605257948860334927,464000,1,0,"[0, 0]",[]
1605257950860466945,466000,1,0,"[0, 0]",[]
1605257952860273381,468000,1,0,"[0, 0]",[]
1605257954860679399,470000,1,0,"[0, 0]",[]
1605257956861058879,472000,1,0,"[0, 0]",[]
1605257958859298449,474000,1,0,"[0, 0]",[]
1605257960860458460,476000,1,0,"[0, 0]",[]
1605257962859310462,478000,1,0,"[0, 0]",[]
1605257964859499076,480000,1,0,"[0, 0]",[]
1605257966860435622,482000,1,0,"[0, 0]",[]
1605257968859678565,484000,1,0,"[0, 0]",[]
1605257970860347206,486000,1,0,"[0, 0]",[]
1605257972859279939,488000,1,0,"[0, 0]",[]
1605257974861288950,490000,1,0,"[0, 0]",[]
1605257976860163153,492000,1,0,"[0, 0]",[]
1605257978860042887,494000,1,0,"[0, 0]",[]
1605257980860391570,496000,1,0,"[0, 0]",[]
1605257982860624424,498000,1,0,"[0, 0]",[]
1605257984860688394,500000,1,0,"[0, 0]",[]
1605257986860063726,502000,1,0,"[0, 0]",[]
1605257988859671234,504000,1,0,"[0, 0]",[]
1605257990860354446,506000,1,0,"[0, 0]",[]
1605257992860343196,508000,1,0,"[0, 0]",[]
1605257994859011363,510000,1,0,"[0, 0]",[]
1605257996859187271,512000,1,0,"[0, 0]",[]
1605257998860840199,514000,1,0,"[0, 0]",[]
1605258000861047356,516000,1,0,"[0, 0]",[]
1605258002859791526,518000,1,0,"[0, 0]",[]
1605258004861360316,520000,1,0,"[0, 0]",[]
1605258006861251298,522000,1,0,"[0, 0]",[]
1605258008860098721,524000,1,0,"[0, 0]",[]
1605258010861901516,526000,1,0,"[0, 0]",[]
1605258012860032492,528000,1,0,"[0, 0]",[]
1605258014860806771,530000,1,0,"[0, 0]",[]
1605258016860786355,532000,1,0,"[0, 0]",[]
1605258018859685384,534000,1,0,"[0, 0]",[]
1605258020861669353,536000,1,0,"[0, 0]",[]
1605258022861060522,538000,1,0,"[0, 0]",[]
1605258024860334539,540000,1,0,"[0, 0]",[]
1605258026860720636,542000,1,0,"[0, 0]",[]
1605258028859857982,544000,1,0,"[0, 0]",[]
1605258030860944729,546000,1,1,"[0, 0]",,2,10,0,-91,0,0,1
1605258032860670818,548000,1,1,"[0, 0]",,2,10,0,-91,0,0,1
1605258034861118324,550000,1,0,"[0, 0]",[]
1605258036859234821,552000,1,1,"[0, 0]",,2,10,0,-91,0,0,1
1605258038859463409,554000,1,1,"[0, 0]",,2,10,0,-91,0,0,1
1605258040860505638,556000,1,0,"[0, 0]",[]
1605258042860089061,558000,1,0,"[0, 0]",[]
1605258044861137972,560000,1,0,"[0, 0]",[]
1605258046859615484,562000,1,0,"[0, 0]",[]
1605258048859416691,564000,1,0,"[0, 0]",[]
1605258050860087953,566000,1,0,"[0, 0]",[]
1605258052859806748,568000,1,0,"[0, 0]",[]
1605258054859828838,570000,1,0,"[0, 0]",[]
1605258056861088124,572000,1,0,"[0, 0]",[]
1605258058860667188,574000,1,0,"[0, 0]",[]
1605258060860305733,576000,1,0,"[0, 0]",[]
1605258062859888559,578000,1,0,"[0, 0]",[]
1605258064861119976,580000,1,0,"[0, 0]",[]
1605258066860860739,582000,1,0,"[0, 0]",[]
1605258068860506325,584000,1,0,"[0, 0]",[]
1605258070860758950,586000,1,0,"[0, 0]",[]
1605258072861126032,588000,1,0,"[0, 0]",[]
1605258074859661941,590000,1,0,"[0, 0]",[]
1605258076859907432,592000,1,0,"[0, 0]",[]
1605258078859838573,594000,1,0,"[0, 0]",[]
1605258080859933288,596000,1,0,"[0, 0]",[]
1605258082860359996,598000,1,0,"[0, 0]",[]
1605258084860644035,600000,1,0,"[0, 0]",[]
1605258086859838349,602000,1,0,"[0, 0]",[]
1605258088860756419,604000,1,0,"[0, 0]",[]
1605258090859655439,606000,1,0,"[0, 0]",[]
1605258092860453993,608000,1,0,"[0, 0]",[]
1605258094860769390,610000,1,0,"[0, 0]",[]
1605258096860419483,612000,1,0,"[0, 0]",[]
1605258098861307403,614000,1,0,"[0, 0]",[]
1605258100860055597,616000,1,0,"[0, 0]",[]
1605258102860141202,618000,1,1,"[0, 0]",,0,19,0,-91,0,0,1
1605258104860180328,620000,1,1,"[0, 0]",,0,19,0,-91,0,0,1
1605258106859702181,622000,1,1,"[0, 0]",,0,19,0,-91,0,0,1
1605258108859634775,624000,1,1,"[0, 0]",,0,19,0,-91,0,0,1
1605258110860927117,626000,1,0,"[0, 0]",[]
1605258112860174163,628000,1,0,"[0, 0]",[]
1605258114860924509,630000,1,0,"[0, 0]",[]
1605258116860144159,632000,1,0,"[0, 0]",[]
1605258118859425455,634000,1,0,"[0, 0]",[]
1605258120860544872,636000,1,0,"[0, 0]",[]
1605258122861403657,638000,1,0,"[0, 0]",[]
1605258124860808930,640000,1,0,"[0, 0]",[]
1605258126859804960,642000,1,0,"[0, 0]",[]
1605258128861463538,644000,1,0,"[0, 0]",[]
1605258130860934479,646000,1,0,"[0, 0]",[]
1605258132859911951,648000,1,0,"[0, 0]",[]
1605258134859985354,650000,1,0,"[0, 0]",[]
1605258136861037535,652000,1,0,"[0, 0]",[]
1605258138859690042,654000,1,0,"[0, 0]",[]
1605258140859445199,656000,1,1,"[0, 0]",,0,30,0,-91,0,0,1
1605258142860326718,658000,1,1,"[0, 0]",,0,30,0,-91,0,0,1
1605258144860096838,660000,1,1,"[0, 0]",,0,30,0,-91,0,0,1
1605258146860374142,662000,1,1,"[0, 0]",,0,30,0,-91,0,0,1
1605258148860346138,664000,1,0,"[0, 0]",[]
1605258150861424655,666000,1,0,"[0, 0]",[]
1605258152860625135,668000,1,0,"[0, 0]",[]
1605258154860036763,670000,1,0,"[0, 0]",[]
1605258156861026789,672000,1,0,"[0, 0]",[]
1605258158860363165,674000,1,0,"[0, 0]",[]
1605258160859890271,676000,1,0,"[0, 0]",[]
1605258162860830780,678000,1,0,"[0, 0]",[]
1605258164860618318,680000,1,0,"[0, 0]",[]
1605258166861016655,682000,1,0,"[0, 0]",[]
1605258168860334565,684000,1,0,"[0, 0]",[]
1605258170861715551,686000,1,0,"[0, 0]",[]
1605258172861134945,688000,1,0,"[0, 0]",[]
1605258174860159745,690000,1,0,"[0, 0]",[]
1605258176861160867,692000,1,0,"[0, 0]",[]
1605258178861821381,694000,1,1,"[0, 0]",,0,32,0,-91,0,0,1
1605258180859821889,696000,1,1,"[0, 0]",,0,32,0,-91,0,0,1
1605258182860221605,698000,1,1,"[0, 0]",,0,32,0,-91,0,0,1
1605258184861394873,700000,1,0,"[0, 0]",[]
1605258186860760243,702000,1,0,"[0, 0]",[]
1605258188861292962,704000,1,0,"[0, 0]",[]
1605258190860399326,706000,1,0,"[0, 0]",[]
1605258192860693838,708000,1,0,"[0, 0]",[]
1605258194859840814,710000,1,0,"[0, 0]",[]
1605258196860376165,712000,1,0,"[0, 0]",[]
1605258198860524087,714000,1,0,"[0, 0]",[]
1605258200860592617,716000,1,0,"[0, 0]",[]
1605258202860693532,718000,1,0,"[0, 0]",[]
1605258204860698894,720000,1,0,"[0, 0]",[]
1605258206859510767,722000,1,0,"[0, 0]",[]
1605258208860272013,724000,1,0,"[0, 0]",[]
1605258210860842056,726000,1,0,"[0, 0]",[]
1605258212859431652,728000,1,0,"[0, 0]",[]
1605258214861098767,730000,1,0,"[0, 0]",[]
1605258216860170512,732000,1,0,"[0, 0]",[]
1605258218860759977,734000,1,0,"[0, 0]",[]
1605258220862028682,736000,1,0,"[0, 0]",[]
1605258222860985221,738000,1,0,"[0, 0]",[]
1605258224860729867,740000,1,0,"[0, 0]",[]
1605258226860275339,742000,1,0,"[0, 0]",[]
1605258228861233984,744000,1,0,"[0, 0]",[]
1605258230862880412,746000,1,0,"[0, 0]",[]
1605258232860853148,748000,1,0,"[0, 0]",[]
1605258234861358528,750000,1,0,"[0, 0]",[]
1605258236860309033,752000,1,0,"[0, 0]",[]
1605258238861230797,754000,1,0,"[0, 0]",[]
1605258240859991212,756000,1,1,"[0, 0]",,2,13,0,-91,0,0,1
1605258242860012122,758000,1,1,"[0, 0]",,2,13,0,-91,0,0,1
1605258244861259768,760000,1,0,"[0, 0]",[]
1605258246860547794,762000,1,0,"[0, 0]",[]
1605258248860343215,764000,1,0,"[0, 0]",[]
1605258250860027078,766000,1,0,"[0, 0]",[]
1605258252861506292,768000,1,0,"[0, 0]",[]
1605258254859805707,770000,1,0,"[0, 0]",[]
1605258256861454097,772000,1,0,"[0, 0]",[]
1605258258860731500,774000,1,0,"[0, 0]",[]
1605258260860769293,776000,1,0,"[0, 0]",[]
1605258262860340289,778000,1,0,"[0, 0]",[]
1605258264861757803,780000,1,1,"[0, 0]",,0,23,0,-91,0,0,1
1605258266860528421,782000,1,1,"[0, 0]",,0,23,0,-91,0,0,1
1605258268860922035,784000,1,1,"[0, 0]",,0,23,0,-91,0,0,1
1605258270860670095,786000,1,1,"[0, 0]",,0,23,0,-91,0,0,1
1605258272860400419,788000,1,1,"[0, 0]",,0,23,0,-91,0,0,1
1605258274860023023,790000,1,1,"[0, 0]",,0,23,0,-91,0,0,1
1605258276860036921,792000,1,1,"[0, 0]",,0,23,0,-91,0,0,1
1605258278861187758,794000,1,1,"[0, 0]",,0,23,0,-91,0,0,1
1605258280861338827,796000,1,1,"[0, 0]",,0,23,0,-91,0,0,1
1605258282860969592,798000,1,1,"[0, 0]",,0,23,0,-91,0,0,1
1605258284862020596,800000,1,1,"[0, 0]",,0,23,6,-91,0,0,3
1605258286862414780,802000,1,1,"[0, 0]",,0,23,7,-91,0,0,3
1605258288861614824,804000,1,1,"[0, 0]",,0,23,8,-91,0,0,3
1605258290861337877,806000,1,1,"[0, 0]",,0,23,8,-91,0,0,3
1605258292861349308,808000,1,1,"[0, 0]",,0,23,8,-91,0,0,3
1605258294860637199,810000,1,1,"[0, 0]",,0,23,8,-91,0,0,3
1605258296860628260,812000,1,0,"[0, 0]",[]
1605258298861363292,814000,1,0,"[0, 0]",[]
1605258300861983528,816000,1,0,"[0, 0]",[]
1605258302860329189,818000,1,0,"[0, 0]",[]
1605258304861262275,820000,1,0,"[0, 0]",[]
1605258306860154517,822000,1,0,"[0, 0]",[]
1605258308860259632,824000,1,0,"[0, 0]",[]
1605258310860882569,826000,1,0,"[0, 0]",[]
1605258312861004368,828000,1,0,"[0, 0]",[]
1605258314860381727,830000,1,0,"[0, 0]",[]
1605258316860158218,832000,1,0,"[0, 0]",[]
1605258318860474131,834000,1,0,"[0, 0]",[]
1605258320860222854,836000,1,0,"[0, 0]",[]
1605258322860312308,838000,1,0,"[0, 0]",[]
1605258324861623595,840000,1,1,"[0, 0]",,0,5,0,-91,0,0,1
1605258326862115944,842000,1,1,"[0, 0]",,0,5,0,-91,0,0,1
1605258328861593960,844000,1,1,"[0, 0]",,0,5,0,-91,0,0,1
1605258330861264127,846000,1,1,"[0, 0]",,0,5,0,-91,0,0,1
1605258332861138062,848000,1,2,"[0, 0]",,0,5,0,-91,0,0,1,0,9,0,-91,0,0,1
1605258334860611337,850000,1,2,"[0, 0]",,0,5,0,-91,0,0,1,0,9,0,-91,0,0,1
1605258336862891558,852000,1,2,"[0, 0]",,0,5,0,-91,0,0,1,0,9,0,-91,0,0,1
1605258338860715725,854000,1,2,"[0, 0]",,0,5,0,-91,0,0,1,0,9,0,-91,0,0,1
1605258340860540744,856000,1,2,"[0, 0]",,0,5,0,-91,0,0,1,0,9,0,-91,0,0,1
1605258342861784813,858000,1,1,"[0, 0]",,0,5,0,-91,0,0,1
1605258344862007509,860000,1,1,"[0, 0]",,0,5,0,-91,0,0,1
1605258346860274894,862000,1,0,"[0, 0]",[]
1605258348861034723,864000,1,0,"[0, 0]",[]
1605258350860502806,866000,1,0,"[0, 0]",[]
1605258352860983019,868000,1,0,"[0, 0]",[]
1605258354862194494,870000,1,0,"[0, 0]",[]
1605258356860734775,872000,1,0,"[0, 0]",[]
1605258358860946462,874000,1,0,"[0, 0]",[]
1605258360861921795,876000,1,0,"[0, 0]",[]
1605258362861940169,878000,1,0,"[0, 0]",[]
1605258364860178468,880000,1,0,"[0, 0]",[]
1605258366860210029,882000,1,0,"[0, 0]",[]
1605258368861585662,884000,1,0,"[0, 0]",[]
1605258370860441846,886000,1,0,"[0, 0]",[]
1605258372860869945,888000,1,0,"[0, 0]",[]
1605258374860904358,890000,1,0,"[0, 0]",[]
1605258376860827714,892000,1,0,"[0, 0]",[]
1605258378860514826,894000,1,2,"[0, 0]",,0,17,0,-91,0,0,1,0,18,0,-91,0,0,1
1605258380860511432,896000,1,2,"[0, 0]",,0,17,0,-91,0,0,1,0,18,0,-91,0,0,1
1605258382861087583,898000,1,2,"[0, 0]",,0,17,0,-91,0,0,1,0,18,0,-91,0,0,1
1605258384861262592,900000,1,2,"[0, 0]",,0,17,0,-91,0,0,1,0,18,0,-91,0,0,1
1605258386861429649,902000,1,2,"[0, 0]",,0,17,0,-91,0,0,1,0,18,0,-91,0,0,1
1605258388860699683,904000,1,3,"[0, 0]",,0,17,0,-91,0,0,1,0,18,0,-91,0,0,1,0,21,0,-91,0,0,1
1605258390860813074,906000,1,3,"[0, 0]",,0,17,0,-91,0,0,1,0,18,0,-91,0,0,1,0,21,0,-91,0,0,1
