rosbagTimestamp,iTOW,version,numSvs,reserved0,sv,-,gnssId,svId,cno,elev,azim,prRes,flags,-,gnssId,svId,cno,elev,azim,prRes,flags,-,gnssId,svId,cno,elev,azim,prRes,flags,-,gnssId,svId,cno,elev,azim,prRes,flags,-,gnssId,svId,cno,elev,azim,prRes,flags,-,gnssId,svId,cno,elev,azim,prRes,flags,-,gnssId,svId,cno,elev,azim,prRes,flags,-,gnssId,svId,cno,elev,azim,prRes,flags,-,gnssId,svId,cno,elev,azim,prRes,flags,-,gnssId,svId,cno,elev,azim,prRes,flags,-,gnssId,svId,cno,elev,azim,prRes,flags,-,gnssId,svId,cno,elev,azim,prRes,flags
1605091370110749247,297788100,1,12,"[0, 0]",,0,2,30,-91,0,0,6,0,3,30,-91,0,0,6,0,4,31,-91,0,0,6,0,6,33,-91,0,0,6,0,7,27,-91,0,0,6,0,9,33,-91,0,0,6,6,255,42,-91,0,0,3,6,255,40,-91,0,0,3,6,255,43,-91,0,0,3,6,255,44,-91,0,0,3,6,255,41,-91,0,0,3,6,255,37,-91,0,0,3
1605091372108945639,297790100,1,12,"[0, 0]",,0,2,31,-91,0,0,6,0,3,30,-91,0,0,6,0,4,31,-91,0,0,6,0,6,33,-91,0,0,6,0,7,27,-91,0,0,6,0,9,33,-91,0,0,6,6,255,42,-91,0,0,3,6,255,40,-91,0,0,3,6,255,43,-91,0,0,3,6,255,44,-91,0,0,3,6,255,40,-91,0,0,3,6,255,37,-91,0,0,3
1605091374109850128,297792100,1,12,"[0, 0]",,0,2,30,-91,0,0,6,0,3,30,-91,0,0,7,0,4,32,-91,0,0,7,0,6,33,-91,0,0,7,0,7,27,-91,0,0,6,0,9,33,-91,0,0,7,6,255,42,-91,0,0,3,6,255,40,-91,0,0,3,6,255,43,-91,0,0,3,6,255,44,-91,0,0,3,6,255,40,-91,0,0,3,6,255,37,-91,0,0,3
1605091376109635915,297794100,1,12,"[0, 0]",,0,2,30,-91,0,0,6,0,3,30,-91,0,0,7,0,4,32,-91,0,0,7,0,6,33,-91,0,0,7,0,7,28,-91,0,0,6,0,9,33,-91,0,0,7,6,255,43,-91,0,0,3,6,255,40,-91,0,0,3,6,255,43,-91,0,0,3,6,255,44,-91,0,0,3,6,255,41,-91,0,0,3,6,255,38,-91,0,0,3
1605091378111619136,297796100,1,12,"[0, 0]",,0,2,30,-91,0,0,6,0,3,30,-91,0,0,7,0,4,31,-91,0,0,7,0,6,33,-91,0,0,7,0,7,27,-91,0,0,6,0,9,34,-91,0,0,7,6,255,43,-91,0,0,3,6,255,39,-91,0,0,3,6,255,43,-91,0,0,3,6,255,44,-91,0,0,3,6,255,41,-91,0,0,3,6,255,38,-91,0,0,3
1605091380150692279,297798096,1,12,"[0, 0]",,0,2,30,26,313,1,2335,0,3,30,37,110,-1,2335,0,4,31,70,87,1,2335,0,6,33,58,266,-2,2335,0,7,27,-91,0,0,7,0,9,33,63,220,2,2335,6,255,43,-91,0,0,3,6,255,39,-91,0,0,3,6,255,43,-91,0,0,3,6,255,44,-91,0,0,3,6,255,41,-91,0,0,3,6,255,38,-91,0,0,3
1605091382122151801,297800100,1,15,"[0, 0]",,0,2,30,26,313,31,2335,0,3,30,37,110,42,2335,0,4,31,70,87,-13,2335,0,6,33,58,266,-5,2335,0,7,27,-91,0,0,7,0,9,33,63,220,4,2335,1,120,0,22,210,0,1793,1,123,0,23,155,0,1793,1,136,0,26,186,0,1793,6,255,43,-91,0,0,3,6,255,39,-91,0,0,3,6,255,43,-91,0,0,3,6,255,44,-91,0,0,3,6,255,41,-91,0,0,3,6,255,38,-91,0,0,3
1605091384120941861,297802100,1,16,"[0, 0]",,0,2,30,26,313,22,2335,0,3,30,37,110,-15,2335,0,4,31,70,87,2,2335,0,6,33,58,266,-4,2335,0,7,26,-91,0,0,7,0,9,33,63,220,6,2335,0,19,22,-91,0,0,3,1,120,0,22,210,0,1793,1,123,0,23,155,0,1793,1,136,0,26,186,0,1793,6,255,43,-91,0,0,3,6,255,39,-91,0,0,3,6,255,43,-91,0,0,3,6,255,44,-91,0,0,3,6,255,41,-91,0,0,3,6,255,38,-91,0,0,3
1605091386123130619,297804100,1,17,"[0, 0]",,0,2,30,26,313,2,2335,0,3,30,37,110,27,2335,0,4,31,70,87,-19,2335,0,6,33,58,266,0,2335,0,7,27,-91,0,0,7,0,9,33,63,220,6,2335,0,19,29,-91,0,0,3,0,25,0,0,343,0,4624,1,120,0,22,210,0,1793,1,123,0,23,155,0,1793,1,136,0,26,186,0,1793,6,255,43,-91,0,0,3,6,255,39,-91,0,0,3,6,255,43,-91,0,0,3,6,255,44,-91,0,0,3,6,255,41,-91,0,0,3,6,255,38,-91,0,0,3
1605091388170956153,297806100,1,17,"[0, 0]",,0,2,30,26,313,-25,2335,0,3,30,37,110,14,2335,0,4,32,70,87,-30,2335,0,6,33,58,266,1,2335,0,7,27,-91,0,0,7,0,9,33,63,220,5,2335,0,19,29,-91,0,0,3,0,25,0,0,342,0,4625,1,120,0,22,210,0,1793,1,123,0,23,155,0,1793,1,136,0,26,186,0,1793,6,2,43,39,71,59,2335,6,3,44,77,315,-56,2335,6,4,41,27,268,-46,2335,6,11,38,22,22,22,2332,6,12,43,35,78,71,2335,6,18,39,36,222,59,2335
