rosbagTimestamp,linear,x,y,z,angular,x,y,z
1605771374726847888,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1605771375730458512,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1605771376731538064,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1605771377732752592,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1605771378733822320,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1605771379735293712,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1605771380737945712,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1605771381738328656,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1605771382741168560,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1605771383741187440,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1605771384742662224,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1605771385743231888,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1605771386742319024,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1605771387745125168,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1605771388842819024,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1605771389749356080,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1605771390750221744,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1605771391753127280,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1605771392752521264,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1605771393754664848,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1605771394166105808,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1605771394166160624,,0.031251758337020874,0.0,0.0,,0.0,0.0,-0.0
1605771394166179152,,0.07100613415241241,0.0,0.0,,0.0,0.0,-0.0
1605771394166199888,,0.10390187054872513,0.0,0.0,,0.0,0.0,-0.0
1605771394518519440,,0.15735745429992676,0.0,0.0,,0.0,0.0,-0.0
1605771394518552688,,0.17928259074687958,0.0,0.0,,0.0,0.0,-0.0
1605771394518570352,,0.2327381670475006,0.0,0.0,,0.0,0.0,-0.0
1605771394518585904,,0.25193271040916443,0.0,0.0,,0.0,0.0,-0.0
1605771394518600912,,0.3149775266647339,0.0,0.0,,0.0,0.0,-0.0
1605771394518617488,,0.35061994194984436,0.0,0.0,,0.0,0.0,-0.0
1605771394518632816,,0.3903743028640747,0.0,0.0,,0.0,0.0,-0.0
1605771394518648848,,0.423270046710968,0.0,0.0,,0.0,0.0,-0.0
1605771394518663664,,0.4588963985443115,0.0,0.0,,0.0,0.0,-0.0
1605771394518679600,,0.4822028875350952,0.0,0.0,,0.0,0.0,-0.0
1605771394518694672,,0.5,0.0,0.0,,0.0,0.0,-0.0
1605771395434766032,,0.5,0.0,0.0,,0.0,0.0,-0.0
1605771396438186160,,0.5,0.0,0.0,,0.0,0.0,-0.0
1605771397439650256,,0.5,0.0,0.0,,0.0,0.0,-0.0
1605771398440719440,,0.5,0.0,0.0,,0.0,0.0,-0.0
1605771398513184656,,0.5,0.0,0.0,,0.0,0.0,-0.0
1605771398553249136,,0.5,0.0,0.0,,0.0,0.0,-0.0
1605771399558248880,,0.5,0.0,0.0,,0.0,0.0,-0.0
1605771400355550896,,0.5,0.0,0.0,,0.0,0.0,0.024146566167473793
1605771400376976784,,0.5,0.0,0.0,,0.0,0.0,0.051548976451158524
1605771400393940912,,0.5,0.0,0.0,,0.0,0.0,0.08444471657276154
1605771400433195952,,0.5,0.0,0.0,,0.0,0.0,0.1365189254283905
1605771400472797936,,0.5,0.0,0.0,,0.0,0.0,0.1886252760887146
1605771400858264336,,0.5,0.0,0.0,,0.0,0.0,0.1557295322418213
1605771401860929136,,0.5,0.0,0.0,,0.0,0.0,0.1557295322418213
1605771402236894064,,0.5,0.0,0.0,,0.0,0.0,0.12829498946666718
1605771402336757904,,0.5,0.0,0.0,,0.0,0.0,0.09539925307035446
1605771403341447184,,0.5,0.0,0.0,,0.0,0.0,0.09539925307035446
1605771403416805776,,0.5,0.0,0.0,,0.0,0.0,0.024146566167473793
1605771403432674544,,0.5,0.0,0.0,,0.0,0.0,-0.0
1605771403652534128,,0.5,0.0,0.0,,0.0,0.0,-0.0
1605771403828429488,,0.5,0.0,0.0,,0.0,0.0,-0.03779958188533783
1605771403831266672,,0.5,0.0,0.0,,0.0,0.0,-0.07891926169395447
1605771403831307216,,0.5,0.0,0.0,,0.0,0.0,-0.11181499809026718
1605771403831326704,,0.5,0.0,0.0,,0.0,0.0,-0.16392134130001068
1605771403833489968,,0.5,0.0,0.0,,0.0,0.0,-0.2297128140926361
1605771403873363216,,0.5,0.0,0.0,,0.0,0.0,-0.3229067027568817
1605771403912925648,,0.5,0.0,0.0,,0.0,0.0,-0.39419153332710266
1605771403954339248,,0.5,0.0,0.0,,0.0,0.0,-0.42159393429756165
1605771404739340848,,0.5,0.0,0.0,,0.0,0.0,-0.3804742693901062
1605771404776537232,,0.5,0.0,0.0,,0.0,0.0,-0.33386126160621643
1605771404816501456,,0.5,0.0,0.0,,0.0,0.0,-0.2900109589099884
1605771404832851216,,0.5,0.0,0.0,,0.0,0.0,-0.2571152150630951
1605771404863568208,,0.5,0.0,0.0,,0.0,0.0,-0.2297128140926361
1605771404875142032,,0.5,0.0,0.0,,0.0,0.0,-0.2022782862186432
1605771404913936016,,0.5,0.0,0.0,,0.0,0.0,-0.16938254237174988
1605771404954214096,,0.5,0.0,0.0,,0.0,0.0,-0.04602351784706116
1605771404979775632,,0.5,0.0,0.0,,0.0,0.0,-0.0
1605771405016735472,,0.5,0.0,0.0,,0.0,0.0,-0.0
1605771406019276432,,0.5,0.0,0.0,,0.0,0.0,-0.0
1605771406340061488,,0.5,0.0,0.0,,0.0,0.0,-0.0
1605771406396923824,,0.5,0.0,0.0,,0.0,0.0,-0.0
1605771407397695472,,0.5,0.0,0.0,,0.0,0.0,-0.0
1605771407552709040,,0.5,0.0,0.0,,0.0,0.0,0.024146566167473793
1605771407616800976,,0.5,0.0,0.0,,0.0,0.0,0.051548976451158524
1605771407674832976,,0.5,0.0,0.0,,0.0,0.0,0.08444471657276154
1605771407738150192,,0.5,0.0,0.0,,0.0,0.0,0.11734045296907425
1605771408142106864,,0.5,0.0,0.0,,0.0,0.0,0.08444471657276154
1605771408638039856,,0.5,0.0,0.0,,0.0,0.0,0.12829498946666718
1605771408657534128,,0.5,0.0,0.0,,0.0,0.0,0.1886252760887146
1605771408674438192,,0.5,0.0,0.0,,0.0,0.0,0.22152100503444672
1605771408697676624,,0.5,0.0,0.0,,0.0,0.0,0.2735952138900757
1605771408979896624,,0.5,0.0,0.0,,0.0,0.0,0.24069948494434357
1605771409017006416,,0.5,0.0,0.0,,0.0,0.0,0.1886252760887146
1605771409034360624,,0.5,0.0,0.0,,0.0,0.0,0.1557295322418213
1605771409319231984,,0.5,0.0,0.0,,0.0,0.0,0.1940864771604538
1605771409338050768,,0.5,0.0,0.0,,0.0,0.0,0.22152100503444672
1605771409377403120,,0.5,0.0,0.0,,0.0,0.0,0.2544167637825012
1605771409537984112,,0.5,0.0,0.0,,0.0,0.0,0.2269822210073471
1605771409554044432,,0.5,0.0,0.0,,0.0,0.0,0.1886252760887146
1605771409577970160,,0.5,0.0,0.0,,0.0,0.0,0.1557295322418213
1605771409593461488,,0.5,0.0,0.0,,0.0,0.0,0.11734045296907425
1605771409633697360,,0.5,0.0,0.0,,0.0,0.0,0.07622078061103821
1605771410435842608,,0.5,0.0,0.0,,0.0,0.0,0.029607772827148438
1605771410456789392,,0.5,0.0,0.0,,0.0,0.0,-0.0
1605771410474555792,,0.5,0.0,0.0,,0.0,0.0,-0.0
1605771410536884560,,0.5,0.0,0.0,,0.0,0.0,-0.0
1605771411397614000,,0.5,0.0,0.0,,0.0,0.0,-0.0
1605771411416596240,,0.5,0.0,0.0,,0.0,0.0,0.07622078061103821
1605771411433195184,,0.5,0.0,0.0,,0.0,0.0,0.1694146692752838
1605771411457687216,,0.5,0.0,0.0,,0.0,0.0,0.2489234209060669
1605771411474937392,,0.5,0.0,0.0,,0.0,0.0,0.28731247782707214
1605771411942081136,,0.5,0.0,0.0,,0.0,0.0,0.24069948494434357
1605771411954316080,,0.5,0.0,0.0,,0.0,0.0,0.1557295322418213
1605771411976673072,,0.5,0.0,0.0,,0.0,0.0,0.09539925307035446
