rosbagTimestamp,iTOW,version,numSvs,reserved0,sv,-,gnssId,svId,cno,elev,azim,prRes,flags,-,gnssId,svId,cno,elev,azim,prRes,flags,-,gnssId,svId,cno,elev,azim,prRes,flags
1605087797758682304,18000,1,3,"[0, 0]",,0,6,27,-91,0,0,3,6,11,33,-91,0,0,3,6,18,34,-91,0,0,3
1605087799758609268,20000,1,3,"[0, 0]",,0,6,27,-91,0,0,3,6,11,33,-91,0,0,3,6,18,34,-91,0,0,3
1605087801712927907,294219700,1,3,"[0, 0]",,0,6,27,-91,0,0,6,6,11,33,-91,0,0,3,6,18,33,-91,0,0,3
1605087803712901011,294221700,1,4,"[0, 0]",,0,6,27,-91,0,0,6,6,11,33,-91,0,0,3,6,18,33,-91,0,0,3,6,255,32,-91,0,0,3
1605087805712866913,294223700,1,4,"[0, 0]",,0,6,27,-91,0,0,6,6,11,33,-91,0,0,3,6,18,33,-91,0,0,3,6,255,32,-91,0,0,3
1605087807713099375,294225700,1,4,"[0, 0]",,0,6,27,-91,0,0,6,6,11,33,-91,0,0,3,6,18,33,-91,0,0,3,6,255,32,-91,0,0,3
1605087809712617043,294227700,1,4,"[0, 0]",,0,6,27,-91,0,0,6,6,11,33,-91,0,0,3,6,18,33,-91,0,0,3,6,255,32,-91,0,0,3
1605087811713627974,294229700,1,4,"[0, 0]",,0,6,27,-91,0,0,6,6,11,33,-91,0,0,3,6,18,32,-91,0,0,3,6,255,32,-91,0,0,3
1605087813708873234,294231700,1,4,"[0, 0]",,0,6,27,-91,0,0,6,6,11,33,-91,0,0,7,6,18,32,-91,0,0,7,6,255,32,-91,0,0,3
1605087815707952970,294233700,1,4,"[0, 0]",,0,6,27,-91,0,0,6,6,11,33,-91,0,0,7,6,18,32,-91,0,0,7,6,255,32,-91,0,0,3
1605087817710470345,294235700,1,4,"[0, 0]",,0,6,27,-91,0,0,7,6,11,33,-91,0,0,2327,6,18,32,-91,0,0,2327,6,255,32,-91,0,0,3
1605087819711307153,294237700,1,4,"[0, 0]",,0,6,27,-91,0,0,7,6,2,32,-91,0,0,2067,6,11,33,-91,0,0,2327,6,18,32,-91,0,0,2327
1605087821719935060,294239700,1,7,"[0, 0]",,0,6,27,-91,0,0,7,1,120,0,22,210,0,1793,1,123,0,23,155,0,1793,1,136,0,26,186,0,1793,6,2,32,68,47,-2,2335,6,11,33,27,54,2,2335,6,18,32,61,261,1,2335
1605087823718637759,294241700,1,8,"[0, 0]",,0,6,27,-91,0,0,7,0,19,24,-91,0,0,3,1,120,0,22,210,0,1793,1,123,0,23,155,0,1793,1,136,0,26,186,0,1793,6,2,32,68,47,-16,2335,6,11,33,27,54,-4,2335,6,18,31,61,260,27,2335
1605087825718888697,294243700,1,8,"[0, 0]",,0,6,27,-91,0,0,7,0,19,23,-91,0,0,3,1,120,0,22,210,0,1793,1,123,0,23,155,0,1793,1,136,0,26,186,0,1793,6,2,32,68,47,-14,2335,6,11,33,27,54,20,6431,6,18,31,61,260,6,2335
1605087827718529994,294245700,1,8,"[0, 0]",,0,6,27,-91,0,0,7,0,19,24,-91,0,0,3,1,120,0,22,210,0,1793,1,123,0,23,155,0,1793,1,136,0,26,186,0,1793,6,2,32,68,47,-20,2335,6,11,33,27,54,-8,6431,6,18,31,61,260,33,2335
1605087829722388524,294247700,1,10,"[0, 0]",,0,6,27,43,300,1,2335,0,19,24,-91,0,0,3,1,120,0,22,210,0,1793,1,123,0,23,155,0,1793,1,136,0,26,186,0,1793,6,2,32,68,47,20,2335,6,11,33,27,54,24,6431,6,12,31,14,104,0,4628,6,18,31,61,260,-19,2335,6,255,29,-91,0,0,3
1605087831723121189,294249700,1,10,"[0, 0]",,0,6,27,43,300,12,2335,0,19,25,-91,0,0,3,1,120,0,22,210,0,1793,1,123,0,23,155,0,1793,1,136,0,26,186,0,1793,6,2,32,68,47,36,2335,6,11,33,27,54,3,6431,6,12,32,14,104,0,4630,6,18,32,61,260,9,2335,6,255,29,-91,0,0,3
1605087833723919198,294251700,1,10,"[0, 0]",,0,6,27,43,300,-5,2335,0,19,25,-91,0,0,3,1,120,0,22,210,0,1793,1,123,0,23,155,0,1793,1,136,0,26,186,0,1793,6,2,32,68,47,-7,2335,6,11,33,27,54,-1,6431,6,12,31,14,104,0,4630,6,18,32,61,260,7,2335,6,255,28,-91,0,0,3
1605087835724096973,294253700,1,10,"[0, 0]",,0,6,27,43,300,-1,2335,0,19,25,-91,0,0,3,1,120,0,22,210,0,1793,1,123,0,23,155,0,1793,1,136,0,26,186,0,1793,6,2,32,68,47,4,2335,6,11,33,27,54,-2,6431,6,12,32,15,104,0,4630,6,18,32,61,260,-1,2335,6,255,28,-91,0,0,3
1605087837723797652,294255700,1,10,"[0, 0]",,0,6,27,43,300,-14,2335,0,19,24,-91,0,0,3,1,120,0,22,210,0,1793,1,123,0,23,155,0,1793,1,136,0,26,186,0,1793,6,2,32,68,47,-5,2335,6,11,33,27,54,-1,6431,6,12,31,15,104,0,4630,6,18,32,61,260,-3,2335,6,255,27,-91,0,0,3
1605087839723538521,294257700,1,10,"[0, 0]",,0,6,27,43,300,34,2335,0,19,25,-91,0,0,3,1,120,0,22,210,0,1793,1,123,0,23,155,0,1793,1,136,0,26,186,0,1793,6,2,32,68,47,5,2335,6,11,33,27,54,-2,6431,6,12,32,15,104,0,4630,6,18,32,61,260,-4,2335,6,255,27,-91,0,0,3
1605087841722960024,294259700,1,10,"[0, 0]",,0,6,27,43,300,18,2335,0,19,25,-91,0,0,3,1,120,0,22,210,0,1793,1,123,0,23,155,0,1793,1,136,0,26,186,0,1793,6,2,32,68,47,7,2335,6,11,33,27,54,-5,6431,6,12,31,15,104,0,4631,6,18,32,61,260,-11,2335,6,255,26,-91,0,0,3
1605087843723959529,294261700,1,10,"[0, 0]",,0,6,27,43,300,-14,2335,0,19,24,-91,0,0,3,1,120,0,22,210,0,1793,1,123,0,23,155,0,1793,1,136,0,26,186,0,1793,6,2,32,68,47,8,2335,6,11,33,27,54,-2,6431,6,12,31,15,104,0,4631,6,18,32,61,260,-15,2335,6,255,26,-91,0,0,3
1605087845724773556,294263700,1,10,"[0, 0]",,0,6,27,43,300,-26,2335,0,19,24,-91,0,0,3,1,120,0,22,210,0,1793,1,123,0,23,155,0,1793,1,136,0,26,186,0,1793,6,2,32,68,47,4,2335,6,11,33,27,53,-2,6431,6,12,32,15,104,0,4631,6,18,33,61,260,-20,2335,6,255,25,-91,0,0,3
1605087847724436016,294265700,1,11,"[0, 0]",,0,6,27,43,300,10,2335,0,19,25,-91,0,0,4,0,31,0,24,46,0,4625,1,120,0,22,210,0,1793,1,123,0,23,155,0,1793,1,136,0,26,186,0,1793,6,2,32,68,47,5,2335,6,11,33,27,53,-5,6431,6,12,32,15,104,0,4631,6,18,33,61,260,-25,2335,6,255,25,-91,0,0,3
1605087849721565612,294267700,1,11,"[0, 0]",,0,6,27,43,300,-11,2335,0,19,25,-91,0,0,4,0,31,0,24,46,0,4625,1,120,0,22,210,0,1793,1,123,0,23,155,0,1793,1,136,0,26,186,0,1793,6,2,32,68,47,-8,2335,6,11,33,27,53,6,6431,6,12,31,15,104,-126,6431,6,18,33,61,260,-5,2335,6,255,25,-91,0,0,3
1605087851720428570,294269700,1,11,"[0, 0]",,0,6,27,43,300,-32,2335,0,19,24,-91,0,0,4,0,31,0,24,46,0,4625,1,120,0,22,210,0,1793,1,123,0,23,155,0,1793,1,136,0,26,186,0,1793,6,2,32,68,47,-10,2335,6,11,33,27,53,10,6431,6,12,32,15,104,-57,6431,6,18,33,61,260,-4,2335,6,255,24,-91,0,0,3
1605087853723729563,294271700,1,12,"[0, 0]",,0,6,27,43,300,-47,2335,0,9,19,35,216,0,4627,0,19,24,-91,0,0,4,0,31,0,24,46,0,4625,1,120,0,22,210,0,1793,1,123,0,23,155,0,1793,1,136,0,26,186,0,1793,6,2,32,68,47,-9,2335,6,11,33,27,53,13,6431,6,12,31,15,104,-44,6431,6,18,33,61,260,-4,2335,6,255,24,-91,0,0,3
1605087855721915133,294273700,1,12,"[0, 0]",,0,6,27,43,300,-27,2335,0,9,20,35,216,0,4628,0,19,24,-91,0,0,4,0,31,21,24,46,0,4627,1,120,0,22,210,0,1793,1,123,0,23,155,0,1793,1,136,0,26,186,0,1793,6,2,32,68,47,-5,2335,6,11,33,27,53,8,6431,6,12,31,15,104,-20,6431,6,18,33,61,260,-7,2335,6,255,23,-91,0,0,3
1605087857720307743,294275700,1,12,"[0, 0]",,0,6,27,43,300,-14,2335,0,9,21,35,216,0,4628,0,19,25,-91,0,0,4,0,31,21,24,46,0,4627,1,120,0,22,210,0,1793,1,123,0,23,155,0,1793,1,136,0,26,186,0,1793,6,2,32,68,47,-6,2335,6,11,33,27,53,7,6431,6,12,31,15,104,-28,6431,6,18,34,61,260,-12,2335,6,255,22,-91,0,0,3
1605087859722858289,294277700,1,12,"[0, 0]",,0,6,27,43,300,-3,2335,0,9,21,35,216,0,4628,0,19,25,-91,0,0,4,0,31,22,24,46,0,4628,1,120,0,22,210,0,1793,1,123,0,23,155,0,1793,1,136,0,26,186,0,1793,6,2,32,68,47,-6,2335,6,11,33,27,53,2,6431,6,12,31,15,104,-6,6431,6,17,21,30,192,0,4628,6,18,33,61,260,-14,2335
1605087861722639200,294279700,1,12,"[0, 0]",,0,6,27,43,300,-4,2335,0,9,22,35,216,0,4628,0,19,25,-91,0,0,4,0,31,21,24,46,0,4628,1,120,0,22,210,0,1793,1,123,0,23,155,0,1793,1,136,0,26,186,0,1793,6,2,32,68,47,-7,2335,6,11,33,27,53,2,6431,6,12,31,15,104,-56,6431,6,17,21,30,192,0,4628,6,18,33,61,260,-15,2335
1605087863724382148,294281700,1,12,"[0, 0]",,0,6,27,43,300,-42,2335,0,9,21,35,216,0,4628,0,19,25,-91,0,0,4,0,31,22,24,46,0,4628,1,120,0,22,210,0,1793,1,123,0,23,155,0,1793,1,136,0,26,186,0,1793,6,2,32,68,47,-9,2335,6,11,33,27,53,-4,6431,6,12,31,15,104,-25,6431,6,17,21,30,192,0,4628,6,18,33,61,260,-15,6431
1605087865722712990,294283700,1,12,"[0, 0]",,0,6,27,43,300,-43,2335,0,9,22,35,216,0,4628,0,19,25,-91,0,0,4,0,31,22,24,46,0,4628,1,120,0,22,210,0,1793,1,123,0,23,155,0,1793,1,136,0,26,186,0,1793,6,2,32,68,47,-11,2335,6,11,33,27,53,-7,6431,6,12,31,15,104,1,6431,6,17,20,30,192,0,4628,6,18,33,61,260,-12,6431
