rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,pose,position,x,y,z,orientation,x,y,z,w
1605772096644280816,,0,,1605772096,577662256,"""map_zed""",,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1605772096691226288,,1,,1605772096,644538256,"""map_zed""",,,0.049515594132133585,0.4006199432217263,0.38267652051398215,,-0.04344348607472136,0.021074371402814072,-0.11632084096149499,0.992037295844094
1605772096755346352,,2,,1605772096,711290256,"""map_zed""",,,0.04865906107868363,0.40254592781173315,0.3811124015910403,,-0.04352452926509608,0.02092713837663867,-0.11648079613806825,0.992018091751687
1605772096822783312,,3,,1605772096,778035256,"""map_zed""",,,0.04792514720433113,0.401354758562478,0.3778041051157972,,-0.04348530889590663,0.020766667528483506,-0.11632262639113858,0.9920417430831511
1605772096893778224,,4,,1605772096,844789256,"""map_zed""",,,0.04869498900855298,0.4048891824226251,0.3796724991218974,,-0.043463374333788954,0.020992544886657687,-0.11667252785615968,0.9919968595687974
1605772096957584816,,5,,1605772096,911536256,"""map_zed""",,,0.04835619099133189,0.40485295874591765,0.3797200303786165,,-0.043522471649227464,0.02090719070678927,-0.116484883146111,0.9920181227360361
1605772097022671152,,6,,1605772096,978413256,"""map_zed""",,,0.04861106445938193,0.4015183985793805,0.3819007719352047,,-0.04325235710752563,0.02116890661220297,-0.11635593528572995,0.9920395190320141
1605772097089207952,,7,,1605772097,45170256,"""map_zed""",,,0.04957775220556925,0.40069849431056875,0.38221754815048703,,-0.0432047884340473,0.021215666240381296,-0.11631231839940089,0.9920457077931956
1605772097157382448,,8,,1605772097,111914256,"""map_zed""",,,0.049502250538488904,0.4010919732164842,0.38234715850527873,,-0.0434040209558726,0.0210648237781566,-0.11638647475240155,0.9920315280568284
1605772097222690160,,9,,1605772097,178662256,"""map_zed""",,,0.048912392352341946,0.401110558097146,0.3828015588800507,,-0.0431181313587587,0.021097338288527872,-0.11646135406110777,0.9920345165746611
1605772097289726064,,10,,1605772097,245412256,"""map_zed""",,,0.04930117705385231,0.400368103459295,0.3827783477520885,,-0.04338187534233534,0.021059517702834978,-0.11632532370453286,0.9920397817985636
1605772097358006160,,11,,1605772097,312287256,"""map_zed""",,,-0.7317132118078593,0.018109570761362756,0.6936079364664564,,-0.054164841053930476,0.028784531718826962,-0.11174115390640921,0.9918424951830782
1605772097422826832,,12,,1605772097,379036256,"""map_zed""",,,-0.7362526031149611,0.01364413011620439,0.6952867072205445,,-0.05415535291479758,0.028722604562408664,-0.1116912058084853,0.9918504344319621
1605772097489045968,,13,,1605772097,445787256,"""map_zed""",,,-0.735330102913264,0.01255435760519874,0.6966792666047156,,-0.05417900889990065,0.028802644381527978,-0.11161305724428204,0.991855618587625
1605772097560548400,,14,,1605772097,512547256,"""map_zed""",,,-0.7352557847053687,0.012434413208440596,0.6968508282034201,,-0.05419922075621157,0.028983668565711666,-0.11169954057737165,0.9918395051925974
1605772097624444336,,15,,1605772097,579287256,"""map_zed""",,,-0.7249367705300209,0.0023985660028953484,0.6881212919903965,,0.010951685127231218,-0.00894451296343861,0.0,0.9999000231426745
1605772097691288816,,16,,1605772097,646162256,"""map_zed""",,,-0.725129349486223,0.001506451960831108,0.687850583244669,,0.010953046115637126,-0.008946179365817835,0.0,0.9998999933271043
1605772097760447248,,17,,1605772097,712910256,"""map_zed""",,,-0.7252212002438219,0.0012766611540607833,0.6877353674663181,,0.010953046115637126,-0.008946179365817835,0.0,0.9998999933271043
1605772097824351728,,18,,1605772097,779662256,"""map_zed""",,,-0.7252939179104478,0.0011362028086475753,0.6876466161502476,,0.010953046115637126,-0.008946179365817835,0.0,0.9998999933271043
1605772097891697488,,19,,1605772097,846414256,"""map_zed""",,,-0.7253584101360948,0.0010174107516102218,0.6875681168330784,,0.010953046115637126,-0.008946179365817835,0.0,0.9998999933271043
1605772097958383344,,20,,1605772097,913163256,"""map_zed""",,,-0.7254165842693956,0.0009108972513965988,0.68749736611973,,0.010953046115637126,-0.008946179365817835,0.0,0.9998999933271043
1605772098024960496,,21,,1605772097,979915256,"""map_zed""",,,-0.7254693343800218,0.0008146059477619552,0.687433410335886,,0.010953046115637126,-0.008946179365817835,0.0,0.9998999933271043
1605772098092081136,,22,,1605772098,46790256,"""map_zed""",,,-0.7255170180958421,0.0007274453306488418,0.6873754746211643,,0.010953046115637126,-0.008946179365817835,0.0,0.9998999933271043
1605772098160250384,,23,,1605772098,113537256,"""map_zed""",,,-0.7255602314633043,0.0006485772097401046,0.687323022533762,,0.010953046115637126,-0.008946179365817835,0.0,0.9998999933271043
1605772098227351024,,24,,1605772098,180288256,"""map_zed""",,,-0.7255992129009874,0.0005771708452991867,0.6872754580272312,,0.010953046115637126,-0.008946179365817835,0.0,0.9998999933271043
1605772098296631728,,25,,1605772098,247052256,"""map_zed""",,,-0.725634618059984,0.0005125296080402755,0.6872324830783482,,0.010953046115637126,-0.008946179365817835,0.0,0.9998999933271043
1605772098373905808,,26,,1605772098,313787256,"""map_zed""",,,-0.7256666257542284,0.0004540127480320358,0.6871936804545994,,0.010953046115637126,-0.008946179365817835,0.0,0.9998999933271043
1605772098436729264,,27,,1605772098,380665256,"""map_zed""",,,-0.7256955936115892,0.0004010540211491012,0.6871583945048924,,0.010953046115637126,-0.008946179365817835,0.0,0.9998999933271043
1605772098501749328,,28,,1605772098,447413256,"""map_zed""",,,-0.7257218196552904,0.0003531169855884933,0.6871264464152927,,0.010953046115637126,-0.008946179365817835,0.0,0.9998999933271043
